Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION24423200407902016014844CA01,04/20/2021,03/17/2021,2016-014844-CA-01,2016014844CA01,Accepting Proxy,838159.19,0,962262,Northern Trust Company (The),Northern Trust Company (The),HIDDEN,412 WOODCREST RD,KEY BISCAYNE,33149,24-4232-004-0790,2442320040790
FAUCTION01313103256102017010226CA01,04/21/2021,03/18/2021,2017-010226-CA-01,2017010226CA01,Accepting Proxy,636095.64,0,153300,"Trifera, LLC","Trifera, LLC",HIDDEN,5077 NW 7 ST 815,MIAMI,33126,01-3131-032-5610,0131310325610
FAUCTION30490201504902020016399CA01,04/21/2021,03/18/2021,2020-016399-CA-01,2020016399CA01,Accepting Proxy,458539.54,0,249082,US BANK NATIONAL ASSOCIATION AS TRUSTEE FOR CIT,US BANK NATIONAL ASSOCIATION AS TRUSTEE FOR CIT,HIDDEN,13110 SW 4 ST,MIAMI,33184,30-4902-015-0490,3049020150490
FAUCTION01413814703002020017674CA01,04/21/2021,03/19/2021,2020-017674-CA-01,2020017674CA01,Accepting Proxy,917999.48,0,885175,"WILMINGTON SAVINGS FUND SOCIETY, FSB,","WILMINGTON SAVINGS FUND SOCIETY, FSB,",HIDDEN,465 BRICKELL AVE 3401,MIAMI,33131,01-4138-147-0300,0141381470300
FAUCTION30491400106802016003889CA01,04/21/2021,03/19/2021,2016-003889-CA-01,2016003889CA01,Accepting Proxy,1269319.3,0,526001,UPS Capital Business Credit,UPS Capital Business Credit,HIDDEN,13050 SW 26 ST,MIAMI,33175,30-4914-001-0680,3049140010680
FAUCTION30402600900302018041481CA01,04/26/2021,03/15/2021,2018-041481-CA-01,2018041481CA01,Accepting Proxy,1852276.47,0,930325,US BANK NATIONAL ASSOCIATION,US BANK NATIONAL ASSOCIATION,HIDDEN,6881 SW 72 CT,MIAMI,33143,30-4026-009-0030,3040260090030
FAUCTION30220604108202019029642CA01,05/03/2021,03/15/2021,2019-029642-CA-01,2019029642CA01,Accepting Proxy,173721.25,0,112500,DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),HIDDEN,671 NE 195 ST 404E,MIAMI,33179,30-2206-041-0820,3022060410820
FAUCTION36600401700202017004606CA01,05/03/2021,03/15/2021,2017-004606-CA-01,2017004606CA01,Accepting Proxy,357277.47,0,274585,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,9450 TIFFANY BLVD,CUTLER BAY,33157,36-6004-017-0020,3660040170020
FAUCTION01320704003602017000292CA01,05/03/2021,03/17/2021,2017-000292-CA-01,2017000292CA01,Accepting Proxy,429243.59,0,414856,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,7700 NE 5 AVE,MIAMI,33138,01-3207-040-0360,0132070400360
FAUCTION03410702200102010027157CA01,05/03/2021,03/17/2021,2010-027157-CA-01,2010027157CA01,Accepting Proxy,1678552.61,0,1072883,"Citibank (na),","Citibank (na),",HIDDEN,2301 ALHAMBRA CIR,CORAL GABLES,33134,03-4107-022-0010,0341070220010
FAUCTION30593301101902017022203CA01,05/03/2021,03/17/2021,2017-022203-CA-01,2017022203CA01,Accepting Proxy,481892.68,0,204050,J.P. MORGAN MORTGAGE ACQUISITION CORP.,J.P. MORGAN MORTGAGE ACQUISITION CORP.,HIDDEN,14864 SW 176 ST,MIAMI,33187,30-5933-011-0190,3059330110190
FAUCTION30493201104602018004656CA01,05/03/2021,03/17/2021,2018-004656-CA-01,2018004656CA01,Accepting Proxy,364027.05,0,171280,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FEDERAL NATIONAL MORTGAGE ASSOCIATION,HIDDEN,15976 SW 81 TER,MIAMI,33193,30-4932-011-0460,3049320110460
FAUCTION31221107308802020023197CA01,05/04/2021,03/19/2021,2020-023197-CA-01,2020023197CA01,Accepting Proxy,19990.3,0,652000,"18101 Collins Avenue Condominium Association, Inc.","18101 Collins Avenue Condominium Association, Inc.",HIDDEN,18101 COLLINS AVE 1503,SUNNY ISLES BEACH,33160,31-2211-073-0880,3122110730880
FAUCTION30601901200902019028632CA01,05/10/2021,03/17/2021,2019-028632-CA-01,2019028632CA01,Accepting Proxy,528442.27,0,0,NewRez LLC ,NewRez LLC ,HIDDEN,24311 SW 112 CT,HOMESTEAD,33032,30-6019-012-0090,3060190120090
FAUCTION23320902603402019022742CA01,05/17/2021,03/17/2021,2019-022742-CA-01,2019022742CA01,Accepting Proxy,155425.93,0,103557,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,7904 WEST DR 108,NORTH BAY VILLAGE,33141,23-3209-026-0340,2332090260340
FAUCTION10791502115402019029447CA01,05/17/2021,03/18/2021,2019-029447-CA-01,2019029447CA01,Accepting Proxy,13829.25,0,210700,Fresco at the Vineyards Homeowners Association Inc,Fresco at the Vineyards Homeowners Association Inc,HIDDEN,151 SE 34 AVE,HOMESTEAD,33033,10-7915-021-1540,1079150211540
FAUCTION30201200304402015020483CA01,05/17/2021,03/19/2021,2015-020483-CA-01,2015020483CA01,Accepting Proxy,701328.8,0,293639,US Bank Trust National Association,US Bank Trust National Association,HIDDEN,17413 NW 61 CT,MIAMI,33015,30-2012-003-0440,3020120030440
FAUCTION30311210601402009050829CA01,05/17/2021,03/19/2021,2009-050829-CA-01,2009050829CA01,Accepting Proxy,6196,0,48846,"Sunset Palm Villas Condo Assn Inc,","Sunset Palm Villas Condo Assn Inc,",HIDDEN,229 NW 84 TER 229,MIAMI,33150,30-3112-106-0140,3031121060140
FAUCTION30593600302182019021224CA01,05/17/2021,03/17/2021,2019-021224-CA-01,2019021224CA01,Accepting Proxy,342423.69,0,293903,REVERSE MORTGAGE SOLUTIONS INC,REVERSE MORTGAGE SOLUTIONS INC,HIDDEN,11770 SW 178 TER,MIAMI,33177,30-5936-003-0218,3059360030218
FAUCTION30400801202702011042554CA01,05/17/2021,03/16/2021,2011-042554-CA-01,2011042554CA01,Accepting Proxy,507677.19,0,231651,"Citimortgage Inc,","Citimortgage Inc,",HIDDEN,2231 SW 98 CT,UNINCORPORATED COUNTY,33165,30-4008-012-0270,3040080120270
FAUCTION32201501401102016007179CA01,05/17/2021,03/16/2021,2016-007179-CA-01,2016007179CA01,Accepting Proxy,985324.62,0,529345,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,16440 NW 84 AVE,MIAMI LAKES,33016,32-2015-014-0110,3220150140110
FAUCTION30492100401502019024050CA01,05/17/2021,03/19/2021,2019-024050-CA-01,2019024050CA01,Accepting Proxy,15340.96,0,0,"LAKES OF THE MEADOW MASTER MAINTENANCE ASSOC., INC","LAKES OF THE MEADOW MASTER MAINTENANCE ASSOC., INC",HIDDEN,,,,30-4921-004-0150,3049210040150
FAUCTION01413906206202017018103CA01,05/19/2021,03/16/2021,2017-018103-CA-01,2017018103CA01,Accepting Proxy,190510.64,0,4827646,Santa Maria on Brickell Condominium Assn Inc,Santa Maria on Brickell Condominium Assn Inc,HIDDEN,1643 BRICKELL AVE 4302,MIAMI,33129,01-4139-062-0620,0141390620620
FAUCTION18310103705102019029787CA01,05/24/2021,03/16/2021,2019-029787-CA-01,2019029787CA01,Accepting Proxy,398100.35,0,296573,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,420 NW 88 TER,EL PORTAL,33150,18-3101-037-0510,1831010370510
FAUCTION30310200600502019005741CA01,06/01/2021,03/19/2021,2019-005741-CA-01,2019005741CA01,Accepting Proxy,220289.6,0,0,WILMINGTON SAVINGS FUND SOCIETY FSB DOING BUSINESS,WILMINGTON SAVINGS FUND SOCIETY FSB DOING BUSINESS,HIDDEN,,,,30-3102-006-0050,3031020060050
FAUCTION30310400329502019037763CA01,06/09/2021,03/16/2021,2019-037763-CA-01,2019037763CA01,Accepting Proxy,95953.34,0,120943,"WELLS FARGO BANK, N.A., AS TRUSTEE ","WELLS FARGO BANK, N.A., AS TRUSTEE ",HIDDEN,3193 NW 94 ST,MIAMI,33147,30-3104-003-2950,3031040032950
FAUCTION30691204102602019010609CA01,06/09/2021,03/16/2021,2019-010609-CA-01,2019010609CA01,Accepting Proxy,337500.56,0,78707,US Bank National Association,US Bank National Association,HIDDEN,21000 SW 121 AVE,MIAMI,33177,30-6912-041-0260,3069120410260
FAUCTION04203513006002019001369CA01,06/14/2021,03/18/2021,2019-001369-CA-01,2019001369CA01,Accepting Proxy,105996,0,111200,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,1815 W 56 ST 401,HIALEAH,33012,04-2035-130-0600,0420351300600
FAUCTION30210602404102019036556CA01,06/15/2021,03/18/2021,2019-036556-CA-01,2019036556CA01,Accepting Proxy,79286.37,0,67261,"1 OAK VENTURES STEP FUND, LLC","1 OAK VENTURES STEP FUND, LLC",HIDDEN,5245 NW 196 LN,MIAMI,33055,30-2106-024-0410,3021060240410
FAUCTION28123507701602020012383CA01,06/15/2021,03/19/2021,2020-012383-CA-01,2020012383CA01,Accepting Proxy,44909.64,0,0,ATLANTIC III AT THE POINT CONDOMINIUM ASSN INC,ATLANTIC III AT THE POINT CONDOMINIUM ASSN INC,HIDDEN,,,,28-1235-077-0160,2812350770160
FAUCTION02323307911902019014675CA01,06/15/2021,03/19/2021,2019-014675-CA-01,2019014675CA01,Accepting Proxy,46651.15,0,0,"Flamingo South Beach I Condo Association, Inc.","Flamingo South Beach I Condo Association, Inc.",HIDDEN,,,,02-3233-079-1190,0232330791190
FAUCTION10791601906802019020320CA01,06/15/2021,03/19/2021,2019-020320-CA-01,2019020320CA01,Accepting Proxy,16989.56,0,150000,Fiji at the Oasis Neighborhood Association Inc.,Fiji at the Oasis Neighborhood Association Inc.,HIDDEN,142 SE 28 TER 11,HOMESTEAD,33033,10-7916-019-0680,1079160190680
