Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION30402200408402019026674CA01,06/15/2021,05/14/2021,2019-026674-CA-01,2019026674CA01,Accepting Proxy,375742.37,0,0,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,HIDDEN,,,,30-4022-004-0840,3040220040840
FAUCTION24423200407902016014844CA01,06/15/2021,05/14/2021,2016-014844-CA-01,2016014844CA01,Accepting Proxy,838159.19,0,0,Northern Trust Company (The),Northern Trust Company (The),HIDDEN,,,,24-4232-004-0790,2442320040790
FAUCTION04300100806802019012260CA01,06/15/2021,05/11/2021,2019-012260-CA-01,2019012260CA01,Accepting Proxy,377578.2,0,226442,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION,HIDDEN,4165 W 7 LN,HIALEAH,33012,04-3001-008-0680,0430010080680
FAUCTION30123100301002018008667CA01,06/15/2021,05/11/2021,2018-008667-CA-01,2018008667CA01,Accepting Proxy,648982.25,0,322231,MTGLQ INVESTORS LP,MTGLQ INVESTORS LP,HIDDEN,834 NE 206 ST,MIAMI,33179,30-1231-003-0100,3012310030100
FAUCTION30591200715902016028093CA01,06/22/2021,05/11/2021,2016-028093-CA-01,2016028093CA01,Accepting Proxy,290115.2,0,107406,WILMINGTON SAVINGS FUND SOCIETY,WILMINGTON SAVINGS FUND SOCIETY,HIDDEN,12104 SW 110 STREET CIR S,MIAMI,33186,30-5912-007-1590,3059120071590
FAUCTION01313301332702017011379CA01,06/22/2021,05/10/2021,2017-011379-CA-01,2017011379CA01,Accepting Proxy,207654.42,0,189364,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,3240 NW 18 ST,MIAMI,33125,01-3133-013-3270,0131330133270
FAUCTION30592302210302017017251CA01,06/22/2021,05/10/2021,2017-017251-CA-01,2017017251CA01,Accepting Proxy,432413.04,0,416850,US Bank National Association ,US Bank National Association ,HIDDEN,14321 SW 129 CT,MIAMI,33186,30-5923-022-1030,3059230221030
FAUCTION06222000800902020013949CA01,06/22/2021,05/13/2021,2020-013949-CA-01,2020013949CA01,Accepting Proxy,9941.98,0,0,Del Sol Roofing Enterprise Inc,Del Sol Roofing Enterprise Inc,HIDDEN,,,,06-2220-008-0090,0622200080090
FAUCTION30123100402402019032433CC05,06/22/2021,05/13/2021,2019-032433-CC-05,2019032433CC05,Accepting Proxy,13693.58,0,190000,Golfwood of the California Club Homeowners Associa,Golfwood of the California Club Homeowners Associa,HIDDEN,20571 NE 6 CT,MIAMI,33179,30-1231-004-0240,3012310040240
FAUCTION36600303422302019023386CA01,06/22/2021,05/13/2021,2019-023386-CA-01,2019023386CA01,Accepting Proxy,828998.66,0,469805,PS Funding Inc,PS Funding Inc,HIDDEN,19527 SW 79 CT,CUTLER BAY,33157,36-6003-034-2230,3660030342230
FAUCTION30593600302692019037644CA01,06/22/2021,05/14/2021,2019-037644-CA-01,2019037644CA01,Accepting Proxy,210105.27,0,0,"FLEETWOOD MIAMI GROUP, LLC","FLEETWOOD MIAMI GROUP, LLC",HIDDEN,,,,30-5936-003-0269,3059360030269
FAUCTION28221007527602020024210CA01,06/28/2021,05/14/2021,2020-024210-CA-01,2020024210CA01,Accepting Proxy,11680.12,0,0,"Williams Island Property Owners' Association, Inc.","Williams Island Property Owners' Association, Inc.",HIDDEN,,,,28-2210-075-2760,2822100752760
FAUCTION30590801002802020027706CA01,06/28/2021,05/14/2021,2020-027706-CA-01,2020027706CA01,Accepting Proxy,8735.82,0,0,"Hammocks Community Association, Inc.","Hammocks Community Association, Inc.",HIDDEN,,,,30-5908-010-0280,3059080100280
FAUCTION01411000902512020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-4110-009-0251,0141100090251
FAUCTION01412101204422020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-4121-012-0442,0141210120442
FAUCTION01320800802702020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-3208-008-0270,0132080080270
FAUCTION01320800802802020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-3208-008-0280,0132080080280
FAUCTION01320800806902020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-3208-008-0690,0132080080690
FAUCTION01410303704502020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-4103-037-0450,0141030370450
FAUCTION01320701627102020017029CA01,06/28/2021,05/14/2021,2020-017029-CA-01,2020017029CA01,Accepting Proxy,,0,0,"KATALOX INVESTMENTS, LLC","KATALOX INVESTMENTS, LLC",HIDDEN,,,,01-3207-016-2710,0132070162710
FAUCTION30692600406602017020562CA01,06/28/2021,05/14/2021,2017-020562-CA-01,2017020562CA01,Accepting Proxy,367630.11,0,0,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,,,,30-6926-004-0660,3069260040660
FAUCTION11213601312902017020917CA01,06/28/2021,05/14/2021,2017-020917-CA-01,2017020917CA01,Accepting Proxy,,0,0,"MENTSH CAPITAL, LLC ","MENTSH CAPITAL, LLC ",HIDDEN,,,,11-2136-013-1290,1121360131290
FAUCTION24423201309002020000375CA01,06/28/2021,05/14/2021,2020-000375-CA-01,2020000375CA01,Accepting Proxy,395673.85,0,0,MPN INC.,MPN INC.,HIDDEN,,,,24-4232-013-0900,2442320130900
FAUCTION30591003602602017015992CA01,06/28/2021,05/14/2021,2017-015992-CA-01,2017015992CA01,Accepting Proxy,,0,0,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,,,,30-5910-036-0260,3059100360260
FAUCTION30781100303802019026343CA01,06/28/2021,05/13/2021,2019-026343-CA-01,2019026343CA01,Accepting Proxy,492309.23,0,76744,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,1725 NW 9 CT,MIAMI,33030,30-7811-003-0380,3078110030380
FAUCTION10790804202002017004334CA01,06/28/2021,05/13/2021,2017-004334-CA-01,2017004334CA01,Accepting Proxy,0,0,0,"Jaimot, Pedro A.","Jaimot, Pedro A.",HIDDEN,,,,10-7908-042-0200,1079080420200
FAUCTION01312400137602018006184CA01,06/28/2021,05/14/2021,2018-006184-CA-01,2018006184CA01,Accepting Proxy,160987.16,0,0,U S BANK TRUST NATIONAL ASSOCIATION ,U S BANK TRUST NATIONAL ASSOCIATION ,HIDDEN,,,,01-3124-001-3760,0131240013760
FAUCTION30420901400702018037968CA01,06/28/2021,05/12/2021,2018-037968-CA-01,2018037968CA01,Accepting Proxy,3352862.82,0,2703586,UBS BANK USA,UBS BANK USA,HIDDEN,5212 FISHER ISLAND DR 5212,MIAMI,33109,30-4209-014-0070,3042090140070
FAUCTION02420333424502021000873CA01,06/29/2021,05/11/2021,2021-000873-CA-01,2021000873CA01,Accepting Proxy,116732.58,0,211926,"1100 West Investments, LLC","1100 West Investments, LLC",HIDDEN,1100 WEST AVE 821,MIAMI BEACH,33139,02-4203-334-2450,0242033342450
FAUCTION30401400815702018017733CA01,06/30/2021,05/13/2021,2018-017733-CA-01,2018017733CA01,Accepting Proxy,422188.25,0,0,WILMINGTON SAVINGS FUND SOCIETY FSB,WILMINGTON SAVINGS FUND SOCIETY FSB,HIDDEN,,,,30-4014-008-1570,3040140081570
FAUCTION30220501806502019003292CA01,06/30/2021,05/12/2021,2019-003292-CA-01,2019003292CA01,Accepting Proxy,368928.97,0,84526,BANK OF AMERICA NA,BANK OF AMERICA NA,HIDDEN,1140 NE 191 ST 16,MIAMI,33179,30-2205-018-0650,3022050180650
FAUCTION28221008016502020024375CA01,06/30/2021,05/14/2021,2020-024375-CA-01,2020024375CA01,Accepting Proxy,23688.82,0,0,"Williams Island Property Owners' Association, Inc.","Williams Island Property Owners' Association, Inc.",HIDDEN,,,,28-2210-080-1650,2822100801650
FAUCTION28220308508502019012637CA01,07/06/2021,05/10/2021,2019-012637-CA-01,2019012637CA01,Accepting Proxy,372181.87,0,354800,US BANK NATIONAL ASSOCIATION (TR),US BANK NATIONAL ASSOCIATION (TR),HIDDEN,2950 NE 188 ST 119,AVENTURA,33180,28-2203-085-0850,2822030850850
FAUCTION01410300804302018007066CA01,07/06/2021,05/13/2021,2018-007066-CA-01,2018007066CA01,Accepting Proxy,289855.68,0,0,US BANK NATIONAL ASSOCIATION AS TRUSTEE,US BANK NATIONAL ASSOCIATION AS TRUSTEE,HIDDEN,,,,01-4103-008-0430,0141030080430
FAUCTION04203600714102013020140CA01,07/06/2021,05/14/2021,2013-020140-CA-01,2013020140CA01,Accepting Proxy,,0,0,"Deutsche Bank Natl Tr Co,","Deutsche Bank Natl Tr Co,",HIDDEN,,,,04-2036-007-1410,0420360071410
FAUCTION30593402009702008005896CA01,07/12/2021,05/14/2021,2008-005896-CA-01,2008005896CA01,Accepting Proxy,,0,0,"Indymac Bank Fsb,","Indymac Bank Fsb,",HIDDEN,,,,30-5934-020-0970,3059340200970
FAUCTION30491604001302018039783CA01,07/12/2021,05/13/2021,2018-039783-CA-01,2018039783CA01,Accepting Proxy,,0,0,"Julio Rodriguez, as Co-Trustee","Julio Rodriguez, as Co-Trustee",HIDDEN,,,,30-4916-040-0130,3049160400130
FAUCTION28221008027002018013203CA01,07/12/2021,05/13/2021,2018-013203-CA-01,2018013203CA01,Accepting Proxy,,0,0,SUNTRUST BANK INC,SUNTRUST BANK INC,HIDDEN,,,,28-2210-080-2700,2822100802700
FAUCTION08212800404312019009336CA01,07/12/2021,05/11/2021,2019-009336-CA-01,2019009336CA01,Accepting Proxy,161493.71,0,107115,US BANK NATIONAL ASSOCIATION,US BANK NATIONAL ASSOCIATION,HIDDEN,13290 NW 31 AVE,OPA-LOCKA,33054,08-2128-004-0431,0821280040431
FAUCTION30201107514002019003044CA01,07/12/2021,05/14/2021,2019-003044-CA-01,2019003044CA01,Accepting Proxy,273525.91,0,0,"Bank Of America, N.A.","Bank Of America, N.A.",HIDDEN,,,,30-2011-075-1400,3020110751400
FAUCTION06212400228302019024887CA01,07/12/2021,05/14/2021,2019-024887-CA-01,2019024887CA01,Accepting Proxy,234783.31,0,0,Deutsche Bank National Trust Company (Trustee) ,Deutsche Bank National Trust Company (Trustee) ,HIDDEN,,,,06-2124-002-2830,0621240022830
FAUCTION06222801003402020006655CA01,07/14/2021,05/13/2021,2020-006655-CA-01,2020006655CA01,Accepting Proxy,245266.17,0,0,WBL SPO I LLC,WBL SPO I LLC,HIDDEN,,,,06-2228-010-0340,0622280100340
FAUCTION30402100615602017017811CA01,07/26/2021,05/13/2021,2017-017811-CA-01,2017017811CA01,Accepting Proxy,346834.07,0,0,VRMTG ASSET TRUST,VRMTG ASSET TRUST,HIDDEN,,,,30-4021-006-1560,3040210061560
FAUCTION30403201112602016011271CA01,07/26/2021,05/10/2021,2016-011271-CA-01,2016011271CA01,Accepting Proxy,151665.09,0,75749,Wilmington Trust N A,Wilmington Trust N A,HIDDEN,8614 SW 103 AVE,MIAMI,33173,30-4032-011-1260,3040320111260
FAUCTION30211300212502020027680CA01,08/02/2021,05/14/2021,2020-027680-CA-01,2020027680CA01,Accepting Proxy,146208.5,0,0,"KIRK HOLDINGS, INC.","KIRK HOLDINGS, INC.",HIDDEN,,,,30-2113-002-1250,3021130021250
FAUCTION30201001301102013000932CA01,08/03/2021,05/10/2021,2013-000932-CA-01,2013000932CA01,Accepting Proxy,1050358.03,0,486213,"U S Bank Natl Assn (tr),","U S Bank Natl Assn (tr),",HIDDEN,18420 NW 78 AVE,MIAMI,33015,30-2010-013-0110,3020100130110
FAUCTION30790801609202019034244CA01,08/04/2021,05/10/2021,2019-034244-CA-01,2019034244CA01,Accepting Proxy,198690.81,0,49550,IMPAC SECURED ASSETS CORP,IMPAC SECURED ASSETS CORP,HIDDEN,30115 SW 158 CT,MIAMI,33033,30-7908-016-0920,3079080160920
FAUCTION30790901503002018019312CA01,08/09/2021,05/10/2021,2018-019312-CA-01,2018019312CA01,Accepting Proxy,221162.02,0,206016,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,14913 SW 302 TER,MIAMI,33033,30-7909-015-0300,3079090150300
FAUCTION06223006202902018012876CA01,08/09/2021,05/12/2021,2018-012876-CA-01,2018012876CA01,Canceled,,0,0,wendover Assn Inc (the),wendover Assn Inc (the),HIDDEN,,,,06-2230-062-0290,0622300620290
