Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION30500209203502019012279CA01,06/29/2021,05/26/2021,2019-012279-CA-01,2019012279CA01,Accepting Proxy,30535.68,0,232815,DOWNTOWN DADELAND MASTER ASSOCIATION INC,DOWNTOWN DADELAND MASTER ASSOCIATION INC,HIDDEN,7266 SW 88 ST A309,MIAMI,33156,30-5002-092-0350,3050020920350
FAUCTION33503401903702017001594CA01,06/29/2021,05/26/2021,2017-001594-CA-01,2017001594CA01,Accepting Proxy,597044.91,0,376287,WELLS FARGO BANK NATIONAL ASSOCIATION,WELLS FARGO BANK NATIONAL ASSOCIATION,HIDDEN,17954 SW 83 CT,PALMETTO BAY,33157,33-5034-019-0370,3350340190370
FAUCTION23320900900702016018094CA01,06/30/2021,05/28/2021,2016-018094-CA-01,2016018094CA01,Accepting Proxy,238451.94,0,0,"CFCFG, LLC","CFCFG, LLC",HIDDEN,,,,23-3209-009-0070,2332090090070
FAUCTION30220602804202020027944CA01,06/30/2021,05/28/2021,2020-027944-CA-01,2020027944CA01,Accepting Proxy,129574.35,0,0,"U.S. BANK NATIONAL ASSOCIATION, AS TRUSTEE, SUCCES","U.S. BANK NATIONAL ASSOCIATION, AS TRUSTEE, SUCCES",HIDDEN,,,,30-2206-028-0420,3022060280420
FAUCTION30401707800302020016263CA01,07/06/2021,05/24/2021,2020-016263-CA-01,2020016263CA01,Accepting Proxy,282807.2,0,414307,"WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON SAVINGS FUND SOCIETY, FSB",HIDDEN,9970 SW 30 ST,MIAMI,33165,30-4017-078-0030,3040170780030
FAUCTION01413916415202021003813CA01,07/06/2021,05/24/2021,2021-003813-CA-01,2021003813CA01,Accepting Proxy,13279.69,0,516477,"BRICKELL FLATIRON CONDOMINIUM ASSOCIATION, INC.","BRICKELL FLATIRON CONDOMINIUM ASSOCIATION, INC.",HIDDEN,1000 BRICKELL PLZ 4005,MIAMI,33131,01-4139-164-1520,0141391641520
FAUCTION07221501900102018031859CA01,07/06/2021,05/25/2021,2018-031859-CA-01,2018031859CA01,Accepting Proxy,305021.47,0,197000,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,16570 NE 26 AVE 2A,NORTH MIAMI BEACH,33160,07-2215-019-0010,0722150190010
FAUCTION30590200703302016022211CA01,07/07/2021,05/27/2021,2016-022211-CA-01,2016022211CA01,Accepting Proxy,385735.49,0,189379,U S Bank N A,U S Bank N A,HIDDEN,9924 SW 133 CT,MIAMI,33186,30-5902-007-0330,3059020070330
FAUCTION01413705102302018034907CA01,07/07/2021,05/24/2021,2018-034907-CA-01,2018034907CA01,Accepting Proxy,343122.85,0,189150,US BANK TRUST NA AS TRUSTEE FOR LSF9 MASTER PARTIC,US BANK TRUST NA AS TRUSTEE FOR LSF9 MASTER PARTIC,HIDDEN,234 NE 3 ST 202,MIAMI,33132,01-4137-051-0230,0141370510230
FAUCTION04213102609702020006484CA01,07/07/2021,05/28/2021,2020-006484-CA-01,2020006484CA01,Accepting Proxy,435532.84,0,0,BANK OF NEW YORK MELLON TRUST COMPANY NA,BANK OF NEW YORK MELLON TRUST COMPANY NA,HIDDEN,,,,04-2131-026-0970,0421310260970
FAUCTION30501501002702020012645CA01,07/12/2021,05/28/2021,2020-012645-CA-01,2020012645CA01,Accepting Proxy,187241.41,0,0,BURRIS CORP,BURRIS CORP,HIDDEN,,,,30-5015-010-0270,3050150100270
FAUCTION30690101004702019027460CA01,07/12/2021,05/28/2021,2019-027460-CA-01,2019027460CA01,Accepting Proxy,164082.87,0,0,"PennyMac Loan Services, LLC","PennyMac Loan Services, LLC",HIDDEN,,,,30-6901-010-0470,3069010100470
FAUCTION02321402037702021003699CA01,07/12/2021,05/28/2021,2021-003699-CA-01,2021003699CA01,Accepting Proxy,487355.33,0,0,"SAMJACK BLACKSTONE, LLC","SAMJACK BLACKSTONE, LLC",HIDDEN,,,,02-3214-020-3770,0232140203770
FAUCTION30401201201602018018038CA01,07/12/2021,05/27/2021,2018-018038-CA-01,2018018038CA01,Accepting Proxy,250958.29,0,347744,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,2103 SW 60 AVE,MIAMI,33155,30-4012-012-0160,3040120120160
FAUCTION01313401604302020024506CA01,07/12/2021,05/26/2021,2020-024506-CA-01,2020024506CA01,Accepting Proxy,486693.14,0,218774,"WELLS FARGO BANK, N.A., AS TRUSTEE, ON BEHALF OF T","WELLS FARGO BANK, N.A., AS TRUSTEE, ON BEHALF OF T",HIDDEN,1780 NW 16 TER,MIAMI,33125,01-3134-016-0430,0131340160430
FAUCTION30400902100202015028960CA01,07/12/2021,05/27/2021,2015-028960-CA-01,2015028960CA01,Accepting Proxy,806723.65,0,274609,DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),HIDDEN,9661 SW 17 ST,MIAMI,33165,30-4009-021-0020,3040090210020
FAUCTION28221008010902020023335CA01,07/14/2021,05/26/2021,2020-023335-CA-01,2020023335CA01,Accepting Proxy,12597.14,0,244600,"Williams Island Property Owners' Association, Inc.","Williams Island Property Owners' Association, Inc.",HIDDEN,2000 ISLAND BLVD 505,AVENTURA,33160,28-2210-080-1090,2822100801090
FAUCTION02323401700102020012144CA01,07/14/2021,05/25/2021,2020-012144-CA-01,2020012144CA01,Accepting Proxy,31959918.05,0,0,BI 44 LLC,BI 44 LLC,HIDDEN,,,,02-3234-017-0010,0232340170010
FAUCTION01413812220902020021848CA01,07/14/2021,05/28/2021,2020-021848-CA-01,2020021848CA01,Accepting Proxy,18880.44,0,0,"Neo Vertika Condominium Association, Inc.","Neo Vertika Condominium Association, Inc.",HIDDEN,,,,01-4138-122-2090,0141381222090
FAUCTION04203504508502018001397CA01,07/14/2021,05/28/2021,2018-001397-CA-01,2018001397CA01,Accepting Proxy,163071.14,0,0,MORGAN STANLEY MORTGAGE LOAN TRUST 2007 8XS,MORGAN STANLEY MORTGAGE LOAN TRUST 2007 8XS,HIDDEN,,,,04-2035-045-0850,0420350450850
FAUCTION30311210613302016023637CA01,07/20/2021,05/25/2021,2016-023637-CA-01,2016023637CA01,Accepting Proxy,127574.3,0,48846,"Sunset Palm Villas Condominium Association, Inc.","Sunset Palm Villas Condominium Association, Inc.",HIDDEN,8466 NW 4 CT 8466,MIAMI,33150,30-3112-106-1330,3031121061330
FAUCTION30790502101002014025479CA01,07/26/2021,05/27/2021,2014-025479-CA-01,2014025479CA01,Accepting Proxy,859979.91,0,268580,"Us Bank Na,","Us Bank Na,",HIDDEN,16021 SW 288 ST,MIAMI,33033,30-7905-021-0100,3079050210100
FAUCTION20403503902702020018070CA01,07/26/2021,05/27/2021,2020-018070-CA-01,2020018070CA01,Accepting Proxy,151613.46,0,129100,Bank of New York Mellon The,Bank of New York Mellon The,HIDDEN,6709 N KENDALL DR 207,PINECREST,33143,20-4035-039-0270,2040350390270
FAUCTION30312201805802020013354CA01,07/26/2021,05/28/2021,2020-013354-CA-01,2020013354CA01,Accepting Proxy,367151.81,0,38942,PS FUNDING INC,PS FUNDING INC,HIDDEN,5266 NW 24 AVE,MIAMI,33142,30-3122-018-0580,3031220180580
FAUCTION06222000803602020021237CA01,07/26/2021,05/24/2021,2020-021237-CA-01,2020021237CA01,Accepting Proxy,723116.67,0,198510,US BANK NATIONAL ASSOCIATION,US BANK NATIONAL ASSOCIATION,HIDDEN,1045 NE 145 ST,NORTH MIAMI,33161,06-2220-008-0360,0622200080360
FAUCTION10791502115802020022997CA01,07/26/2021,05/28/2021,2020-022997-CA-01,2020022997CA01,Accepting Proxy,9492.99,0,0,Fresno at the Vineyards Homeowners Association Inc,Fresno at the Vineyards Homeowners Association Inc,HIDDEN,,,,10-7915-021-1580,1079150211580
FAUCTION36600801900402017011331CA01,07/27/2021,05/26/2021,2017-011331-CA-01,2017011331CA01,Accepting Proxy,435470.27,0,151722,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,9737 SW 213 TER,CUTLER BAY,33189,36-6008-019-0040,3660080190040
FAUCTION27203301710702018014260CA01,07/28/2021,05/28/2021,2018-014260-CA-01,2018014260CA01,Accepting Proxy,398745.6,0,154741,US BANK,US BANK,HIDDEN,9144 NW 112 TER,HIALEAH GARDENS,33018,27-2033-017-1070,2720330171070
FAUCTION30213503007102019012612CA01,08/02/2021,05/26/2021,2019-012612-CA-01,2019012612CA01,Accepting Proxy,183245.67,0,148710,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,1600 NW 116 ST,MIAMI,33167,30-2135-030-0710,3021350300710
FAUCTION02321002915102020015320CA01,08/03/2021,05/24/2021,2020-015320-CA-01,2020015320CA01,Accepting Proxy,40243.19,0,156000,King Cole Condominium Association Inc,King Cole Condominium Association Inc,HIDDEN,900 BAY DR 609,MIAMI BEACH,33141,02-3210-029-1510,0232100291510
FAUCTION30311001506302020019580CA01,08/09/2021,05/24/2021,2020-019580-CA-01,2020019580CA01,Accepting Proxy,136115.2,0,66973,WILMINGTON TRUST NATIONAL ASSOCIATION,WILMINGTON TRUST NATIONAL ASSOCIATION,HIDDEN,1718 NW 74 ST,MIAMI,33147,30-3110-015-0630,3031100150630
FAUCTION10791701201202020002814CA01,08/10/2021,05/24/2021,2020-002814-CA-01,2020002814CA01,Accepting Proxy,88045.14,0,52860,Deutsche Bank National Trust Company (Trustee),Deutsche Bank National Trust Company (Trustee),HIDDEN,1644 NE 5 ST,HOMESTEAD,33033,10-7917-012-0120,1079170120120
FAUCTION01323104802332020016232CA01,08/16/2021,05/24/2021,2020-016232-CA-01,2020016232CA01,Accepting Proxy,23000.59,0,248653,"Grand Condominium Association, Inc (The)","Grand Condominium Association, Inc (The)",HIDDEN,1717 N BAYSHORE DR A-4237,MIAMI,33132,01-3231-048-0233,0132310480233
FAUCTION01413912538102020008417CA01,08/16/2021,05/24/2021,2020-008417-CA-01,2020008417CA01,Accepting Proxy,59264.84,0,1481403,BRICKELL HOUSE CONDOMINIUM ASSOCIATION INC,BRICKELL HOUSE CONDOMINIUM ASSOCIATION INC,HIDDEN,1300 BRICKELL BAY DR CU 7,MIAMI,33131,01-4139-125-3810,0141391253810
FAUCTION30590200510302018024616CA01,08/16/2021,05/28/2021,2018-024616-CA-01,2018024616CA01,Accepting Proxy,313839.88,0,0,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FEDERAL NATIONAL MORTGAGE ASSOCIATION,HIDDEN,,,,30-5902-005-1030,3059020051030
FAUCTION04202501300402020006046CA01,08/18/2021,05/28/2021,2020-006046-CA-01,2020006046CA01,Accepting Proxy,279919.62,0,0,Pentagon Federal Credit Union,Pentagon Federal Credit Union,HIDDEN,,,,04-2025-013-0040,0420250130040
FAUCTION35301904015602016026962CA01,08/23/2021,05/25/2021,2016-026962-CA-01,2016026962CA01,Accepting Proxy,367771.67,0,248625,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,5541 NW 112 CT,DORAL,33178,35-3019-040-1560,3530190401560
FAUCTION30491504200502019010373CA01,08/24/2021,05/26/2021,2019-010373-CA-01,2019010373CA01,Accepting Proxy,609039.73,0,353358,Deutsche Bank National Trust Company ,Deutsche Bank National Trust Company ,HIDDEN,14241 SW 34 ST,MIAMI,33175,30-4915-042-0050,3049150420050
