Sale Date,Add Date,Case Number,Formatted Case Number,Database ID,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
03/09/2021,02/04/2021,2018-028594-CA-01,2018028594CA01,FAUCTION04203513201302018028594CA01,Accepting Proxy,169743.58,0,72525,US BANK NATIONAL ASSOCIATION AS LEGAL TITLE TRUS,US BANK NATIONAL ASSOCIATION AS LEGAL TITLE TRUS,HIDDEN,1305 W 53 ST 203,HIALEAH,33012,04-2035-132-0130,0420351320130
03/09/2021,02/03/2021,2010-054754-CA-01,2010054754CA01,FAUCTION36600902305702010054754CA01,Accepting Proxy,429735.7,0,176127,U S Bank Trust N A (TR),U S Bank Trust N A (TR),HIDDEN,9101 SW 212 TER,CUTLER BAY,33189,36-6009-023-0570,3660090230570
03/09/2021,02/04/2021,2014-030675-CA-01,2014030675CA01,FAUCTION30592700904202014030675CA01,Accepting Proxy,315877.35,0,199265,"Nationstar Mortgage Llc,","Nationstar Mortgage Llc,",HIDDEN,16420 SW 145 CT,MIAMI,33177,30-5927-009-0420,3059270090420
03/09/2021,02/04/2021,2017-028370-CA-01,2017028370CA01,FAUCTION28221001448302017028370CA01,Accepting Proxy,439561.39,0,150000,Secretary of the U.S.Department of Housing,Secretary of the U.S.Department of Housing,HIDDEN,18031 BISCAYNE BLVD 604-3,AVENTURA,33160,28-2210-014-4830,2822100144830
03/09/2021,02/04/2021,2020-021564-CA-01,2020021564CA01,FAUCTION01413816332402020021564CA01,Accepting Proxy,15448.62,0,310230,Brickell Heights West Condominium Association Inc,Brickell Heights West Condominium Association Inc,HIDDEN,55 SW 9 ST 4210,MIAMI,33130,01-4138-163-3240,0141381633240
03/09/2021,02/02/2021,2019-009479-CC-23,2019009479CC23,FAUCTION30220503911102019009479CC23,Accepting Proxy,28118.67,0,71712,Fifth Moorings Condo Inc,Fifth Moorings Condo Inc,HIDDEN,1401 NE MIAMI GARDENS DR 592,MIAMI,33179,30-2205-039-1110,3022050391110
03/10/2021,02/01/2021,2019-028629-CA-01,2019028629CA01,FAUCTION30581400001102019028629CA01,Accepting Proxy,416099.89,0,284116,"BRIGHT CAPITAL, LLC","BRIGHT CAPITAL, LLC",HIDDEN,13000 SW 194 AVE,MIAMI,33196,30-5814-000-0110,3058140000110
03/10/2021,02/05/2021,2018-029333-CA-01,2018029333CA01,FAUCTION30503100206002018029333CA01,Accepting Proxy,339634.4,0,110197,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,17781 SW 113 AVE,MIAMI,33157,30-5031-002-0600,3050310020600
03/15/2021,02/05/2021,2019-021112-CA-01,2019021112CA01,FAUCTION30490400208402019021112CA01,Accepting Proxy,457194.78,0,154256,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,15033 SW 9 TER,MIAMI,33194,30-4904-002-0840,3049040020840
03/15/2021,02/04/2021,2019-021313-CA-01,2019021313CA01,FAUCTION35300702518902019021313CA01,Accepting Proxy,164233.06,0,194000,Helm Bank USA,Helm Bank USA,HIDDEN,11605 NW 89 ST 210,DORAL,33178,35-3007-025-1890,3530070251890
03/15/2021,02/01/2021,2017-006752-CA-01,2017006752CA01,FAUCTION07220900510552017006752CA01,Accepting Proxy,724653.19,0,0,City of North Miami Beach,City of North Miami Beach,HIDDEN,2399 NE 171 ST,NORTH MIAMI BEACH,33160,07-2209-005-1055,0722090051055
03/15/2021,02/01/2021,2019-026029-CA-01,2019026029CA01,FAUCTION01413706400102019026029CA01,Accepting Proxy,337280.3,0,174090,"HELM BANK USA, a Florida corporation","HELM BANK USA, a Florida corporation",HIDDEN,244 BISCAYNE BLVD 301,MIAMI,33132,01-4137-064-0010,0141370640010
03/15/2021,02/01/2021,2020-014082-CA-01,2020014082CA01,FAUCTION04203513016102020014082CA01,Accepting Proxy,11613.22,0,58687,Cambridge House Condominium Association Inc,Cambridge House Condominium Association Inc,HIDDEN,1825 W 56 ST 113,HIALEAH,33012,04-2035-130-1610,0420351301610
03/15/2021,02/02/2021,2020-006624-CA-01,2020006624CA01,FAUCTION07221700915702020006624CA01,Accepting Proxy,,0,0,"Aspelly, Claire","Aspelly, Claire",HIDDEN,,,,07-2217-009-1570,0722170091570
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801906302018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0630,3421080190630
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801906102018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0610,3421080190610
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802006002018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0600,3421080200600
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802006202018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0620,3421080200620
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802007302018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0730,3421080200730
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801905802018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0580,3421080190580
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801905902018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0590,3421080190590
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801906002018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0600,3421080190600
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801906202018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0620,3421080190620
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907002018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0700,3421080190700
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907102018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0710,3421080190710
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802006102018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0610,3421080200610
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907202018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0720,3421080190720
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907302018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0730,3421080190730
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802006302018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0630,3421080200630
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907402018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0740,3421080190740
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802006402018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-0200-640,3421080200640
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802007102018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0710,3421080200710
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907702018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0770,3421080190770
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210801907802018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-019-0780,3421080190780
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802007402018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-020-0740,3421080200740
03/15/2021,02/01/2021,2018-011061-CA-01,2018011061CA01,FAUCTION34210802007902018011061CA01,Accepting Proxy,213854.88,0,0,"Le Jeune Gardens Homeowners Association, Inc.","Le Jeune Gardens Homeowners Association, Inc.",HIDDEN,,,,34-2108-0200-790,3421080200790
03/17/2021,02/01/2021,2018-036663-CA-01,2018036663CA01,FAUCTION30691201203102018036663CA01,Accepting Proxy,322240.6,0,215880,WELLS FARGO BANK NATIONAL ASSOCIATION AS TRUSTEE F,WELLS FARGO BANK NATIONAL ASSOCIATION AS TRUSTEE F,HIDDEN,11826 SW 203 TER,MIAMI,33177,30-6912-012-0310,3069120120310
03/22/2021,02/01/2021,2016-020733-CA-01,2016020733CA01,FAUCTION30310301423802016020733CA01,Canceled,,0,0,Wilmington Savings Fund Society F S B,Wilmington Savings Fund Society F S B,HIDDEN,,,,30-3103-014-2380,3031030142380
03/22/2021,02/02/2021,2013-034191-CA-01,2013034191CA01,FAUCTION30491400202162013034191CA01,Accepting Proxy,2281137.45,0,955130,"U S Bank Trust N A,","U S Bank Trust N A,",HIDDEN,13531 SW 34 ST,MIAMI,33175,30-4914-002-0216,3049140020216
03/22/2021,02/02/2021,2015-024173-CA-01,2015024173CA01,FAUCTION30200100310902015024173CA01,Accepting Proxy,458159.05,0,158479,DEUTSCHE BANK NATL TRUST CO (Trustee),DEUTSCHE BANK NATL TRUST CO (Trustee),HIDDEN,6425 NW 201 ST,MIAMI,33015,30-2001-003-1090,3020010031090
03/22/2021,02/02/2021,2018-001703-CA-01,2018001703CA01,FAUCTION32201501401602018001703CA01,Accepting Proxy,1722411.61,0,600995,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,16540 NW 84 AVE,MIAMI LAKES,33016,32-2015-014-0160,3220150140160
03/22/2021,02/02/2021,2019-026177-CA-01,2019026177CA01,FAUCTION07220401005202019026177CA01,Accepting Proxy,507528.3,0,199766,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,18360 NE 20 PL,NORTH MIAMI BEACH,33179,07-2204-010-0520,0722040100520
03/22/2021,02/02/2021,2019-004011-CA-01,2019004011CA01,FAUCTION30402000446202019004011CA01,Accepting Proxy,454132.2,0,200376,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,9980 SW 47 ST,UNINCORPORATED COUNTY,33165,30-4020-004-4620,3040200044620
03/22/2021,02/02/2021,2019-008566-CA-01,2019008566CA01,FAUCTION28123505713202019008566CA01,Accepting Proxy,276490.27,0,295600,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,HIDDEN,20185 E COUNTRY CLUB DR 807,AVENTURA,33180,28-1235-057-1320,2812350571320
03/22/2021,02/03/2021,2018-020810-CA-01,2018020810CA01,FAUCTION34113500505102018020810CA01,Accepting Proxy,288803.43,0,144433,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,20100 NW 13 AVE,MIAMI GARDENS,33169,34-1135-005-0510,3411350050510
03/22/2021,02/04/2021,2017-027100-CA-01,2017027100CA01,FAUCTION16782501805602017027100CA01,Accepting Proxy,13632.2,0,109731,VILLAGE OF PALM BAY HOMEOWNERS ASSOCIATION INC.,VILLAGE OF PALM BAY HOMEOWNERS ASSOCIATION INC.,HIDDEN,854 SW 9 CT,FLORIDA CITY,33034,16-7825-018-0560,1678250180560
03/22/2021,02/04/2021,2020-017001-CA-01,2020017001CA01,FAUCTION10790800110802020017001CA01,Accepting Proxy,191319.75,0,178961,"HMC ASSETS, LLC ","HMC ASSETS, LLC ",HIDDEN,1571 NE 11 ST,HOMESTEAD,33033,10-7908-001-1080,1079080011080
03/22/2021,02/04/2021,2018-016046-CA-01,2018016046CA01,FAUCTION30502001800102018016046CA01,Accepting Proxy,248934.3,0,198943,U S BANK TRUST N A,U S BANK TRUST N A,HIDDEN,10610 SW 146 ST,MIAMI,33176,30-5020-018-0010,3050200180010
03/22/2021,02/04/2021,2020-020610-CA-01,2020020610CA01,FAUCTION23320902503002020020610CA01,Accepting Proxy,19042.83,0,133384,"Kennedy House Condominium, Inc.","Kennedy House Condominium, Inc.",HIDDEN,1865 79 STREET CSWY 3I,NORTH BAY VILLAGE,33141,23-3209-025-0300,2332090250300
03/22/2021,02/04/2021,2016-007446-CA-01,2016007446CA01,FAUCTION30590303202302016007446CA01,Accepting Proxy,336479.85,0,214387,"WELLS FARGO BANK, N.A.","WELLS FARGO BANK, N.A.",HIDDEN,14470 SW 96 TER,MIAMI,33186,30-5903-032-0230,3059030320230
03/22/2021,02/03/2021,2019-026412-CA-01,2019026412CA01,FAUCTION10791003004902019026412CA01,Accepting Proxy,200900.53,0,102511,Bank of New York Mellon (THE) (TR),Bank of New York Mellon (THE) (TR),HIDDEN,1570 NE 33 RD 109-11,HOMESTEAD,33033,10-7910-030-0490,1079100300490
03/22/2021,02/05/2021,2020-001537-CA-01,2020001537CA01,FAUCTION10792102501602020001537CA01,Accepting Proxy,14583.67,0,0,Keys Gate Community Association Inc.,Keys Gate Community Association Inc.,HIDDEN,,,,10-7921-025-0160,1079210250160
03/29/2021,02/01/2021,2019-013102-CA-01,2019013102CA01,FAUCTION30201108046202019013102CA01,Accepting Proxy,165327.95,0,85803,SPECIALIZED LOAN SERVICING LLC,SPECIALIZED LOAN SERVICING LLC,HIDDEN,7110 NW 179 ST 103,MIAMI,33015,30-2011-080-4620,3020110804620
03/29/2021,02/01/2021,2020-020686-CA-01,2020020686CA01,FAUCTION30220503302002020020686CA01,Accepting Proxy,81718.26,0,60030,TCM Funding LLC ,TCM Funding LLC ,HIDDEN,1660 NE 191 ST 203-1,MIAMI,33179,30-2205-033-0200,3022050330200
03/29/2021,02/01/2021,2015-013435-CA-01,2015013435CA01,FAUCTION30395100305902015013435CA01,Accepting Proxy,276431.77,0,123855,Reverse Mortgage Solutions Inc,Reverse Mortgage Solutions Inc,HIDDEN,12607 NW 7 LN,MIAMI,33182,30-3951-003-0590,3039510030590
03/30/2021,02/01/2021,2019-022742-CA-01,2019022742CA01,FAUCTION23320902603402019022742CA01,Accepting Proxy,155425.93,0,103557,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,7904 WEST DR 108,NORTH BAY VILLAGE,33141,23-3209-026-0340,2332090260340
04/05/2021,02/01/2021,2018-025797-CA-01,2018025797CA01,FAUCTION30500300203702018025797CA01,Accepting Proxy,848582.6,0,417924,"U.S. BANK N.A., ","U.S. BANK N.A., ",HIDDEN,9401 SW 82 AVE,MIAMI,33156,30-5003-002-0370,3050030020370
04/05/2021,02/01/2021,2013-023192-CA-01,2013023192CA01,FAUCTION30200303103802013023192CA01,Accepting Proxy,717387.56,0,352236,"Us Bank Na,","Us Bank Na,",HIDDEN,7844 NW 194 ST,MIAMI,33015,30-2003-031-0380,3020030310380
04/05/2021,02/02/2021,2018-019421-CA-01,2018019421CA01,FAUCTION30201000403802018019421CA01,Accepting Proxy,576725.66,0,285546,Nationstar HECM Acquisition Trust 2017-2 ,Nationstar HECM Acquisition Trust 2017-2 ,HIDDEN,17630 NW 82 AVE,MIAMI,33015,30-2010-004-0380,3020100040380
04/05/2021,02/02/2021,2018-038788-CA-01,2018038788CA01,FAUCTION30403004201602018038788CA01,Accepting Proxy,503752.88,0,181797,"Wilmington Trust, National Association,","Wilmington Trust, National Association,",HIDDEN,10700 SW 68 ST,MIAMI,33173,30-4030-042-0160,3040300420160
04/05/2021,02/05/2021,2018-023408-CA-01,2018023408CA01,FAUCTION30212401203402018023408CA01,Accepting Proxy,,0,0,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA NATIONAL ASSOCIATION,HIDDEN,,,,30-2124-012-0340,3021240120340
04/05/2021,02/04/2021,2019-020015-CA-01,2019020015CA01,FAUCTION30200301303802019020015CA01,Accepting Proxy,470158.06,0,295753,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,19050 NW 78 PL,MIAMI,33015,30-2003-013-0380,3020030130380
04/05/2021,02/04/2021,2018-040100-CA-01,2018040100CA01,FAUCTION11320604301902018040100CA01,Accepting Proxy,15232.85,0,91633,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,673 NE 92 ST 5F,MIAMI SHORES,33138,11-3206-043-0190,1132060430190
04/07/2021,02/01/2021,2018-028939-CA-01,2018028939CA01,FAUCTION35302100407302018028939CA01,Accepting Proxy,908911.09,0,604317,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,9460 NW 54 DORAL TER,DORAL,33178,35-3021-004-0730,3530210040730
04/12/2021,02/02/2021,2011-011656-CA-01,2011011656CA01,FAUCTION30401501712902011011656CA01,Accepting Proxy,661733.12,0,216661,"Federal Natl Mort Assn,","Federal Natl Mort Assn,",HIDDEN,8431 SW 27 LN,MIAMI,33155,30-4015-017-1290,3040150171290
04/13/2021,02/02/2021,2020-002410-CA-01,2020002410CA01,FAUCTION01413812702602020002410CA01,Accepting Proxy,708531.04,0,714555,BankUnited NA,BankUnited NA,HIDDEN,175 SW 7 ST 1212,MIAMI,33130,01-4138-127-0260,0141381270260
04/19/2021,02/05/2021,2020-012430-CA-01,2020012430CA01,FAUCTION07221500901702020012430CA01,Accepting Proxy,43060.31,0,181000,Reef Club Condominium Association Inc (The),Reef Club Condominium Association Inc (The),HIDDEN,16546 NE 26 AVE 3G,NORTH MIAMI BEACH,33160,07-2215-009-0170,0722150090170
04/20/2021,02/01/2021,2016-009003-CA-01,2016009003CA01,FAUCTION30692500802602016009003CA01,Accepting Proxy,153277.02,0,88518,MTGLQ Investors LP,MTGLQ Investors LP,HIDDEN,25031 SW 126 CT,MIAMI,33032,30-6925-008-0260,3069250080260
