Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION28221007900332019022979CA01,05/05/2021,03/22/2021,2019-022979-CA-01,2019022979CA01,Accepting Proxy,70422.54,0,2613800,"Villa Flora Homeowners' Association, Inc.","Villa Flora Homeowners' Association, Inc.",HIDDEN,1530 ISLAND BLVD,AVENTURA,33160,28-2210-079-0033,2822100790033
FAUCTION07221700915702020006624CA01,05/10/2021,03/23/2021,2020-006624-CA-01,2020006624CA01,Accepting Proxy,,0,0,"Aspelly, Claire","Aspelly, Claire",HIDDEN,,,,07-2217-009-1570,0722170091570
FAUCTION09403601000602015017865CA01,05/10/2021,03/23/2021,2015-017865-CA-01,2015017865CA01,Accepting Proxy,666333.98,0,274470,Wilmington Trust National Association ,Wilmington Trust National Association ,HIDDEN,6501 SW 78 TER,SOUTH MIAMI,33143,09-4036-010-0060,0940360100060
FAUCTION35300800718302019037520CA01,05/10/2021,03/24/2021,2019-037520-CA-01,2019037520CA01,Accepting Proxy,1013442.4,0,666738,HMC ASSETS LLC,HMC ASSETS LLC,HIDDEN,7457 NW 101 AVE,DORAL,33178,35-3008-007-1830,3530080071830
FAUCTION30601901424002017017831CA01,05/10/2021,03/24/2021,2017-017831-CA-01,2017017831CA01,Accepting Proxy,12928.98,0,201200,Silver Palms by Lennar Community Association Inc,Silver Palms by Lennar Community Association Inc,HIDDEN,23564 SW 113 AVE,MIAMI,33032,30-6019-014-2400,3060190142400
FAUCTION34211600101902018034426CA01,05/10/2021,03/25/2021,2018-034426-CA-01,2018034426CA01,Accepting Proxy,233462.53,0,159151,US BANK NATIONAL ASSOC AS TRUSTEE FOR STRU,US BANK NATIONAL ASSOC AS TRUSTEE FOR STRU,HIDDEN,3121 NW 154 TER,MIAMI GARDENS,33054,34-2116-001-0190,3421160010190
FAUCTION30200103814102019023878CA01,05/10/2021,03/25/2021,2019-023878-CA-01,2019023878CA01,Accepting Proxy,119525.57,0,0,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,,,,30-2001-038-1410,3020010381410
FAUCTION20501000200302019031420CA01,05/10/2021,03/24/2021,2019-031420-CA-01,2019031420CA01,Accepting Proxy,713993.16,0,430127,FORETHOUGHT LIFE INSURANCE COMPANY,FORETHOUGHT LIFE INSURANCE COMPANY,HIDDEN,7701 SW 120 ST,PINECREST,33156,20-5010-002-0030,2050100020030
FAUCTION30600700604802018034951CA01,05/10/2021,03/25/2021,2018-034951-CA-01,2018034951CA01,Accepting Proxy,248233.07,0,88093,"WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON SAVINGS FUND SOCIETY, FSB",HIDDEN,20105 SW 114 CT,MIAMI,33189,30-6007-006-0480,3060070060480
FAUCTION30592201901902020004465CA01,05/10/2021,03/25/2021,2020-004465-CA-01,2020004465CA01,Accepting Proxy,251851.52,0,158862,"IMC Private Capital, LLC","IMC Private Capital, LLC",HIDDEN,14202 SW 136 ST S,MIAMI,33186,30-5922-019-0190,3059220190190
FAUCTION02320200500702020003257CA01,05/10/2021,03/26/2021,2020-003257-CA-01,2020003257CA01,Accepting Proxy,1092017.13,0,0,"Capital International Financial, Inc.","Capital International Financial, Inc.",HIDDEN,,,,02-3202-005-0070,0232020050070
FAUCTION30123101802102015004448CA01,05/10/2021,03/26/2021,2015-004448-CA-01,2015004448CA01,Accepting Proxy,602746.17,0,0,Wells Fargo Bank NA,Wells Fargo Bank NA,HIDDEN,,,,30-1231-018-0210,3012310180210
FAUCTION34211500411302020001240CA01,05/10/2021,03/26/2021,2020-001240-CA-01,2020001240CA01,Accepting Proxy,290001.49,0,0,"HSBC BANK USA, NATIONAL ASSOCIATION, AS INDENTURE","HSBC BANK USA, NATIONAL ASSOCIATION, AS INDENTURE",HIDDEN,,,,34-2115-004-1130,3421150041130
FAUCTION01323106512002019005829CA01,05/12/2021,03/25/2021,2019-005829-CA-01,2019005829CA01,Accepting Proxy,364058.33,0,0,Opera Tower LLC,Opera Tower LLC,HIDDEN,,,,01-3231-065-1200,0132310651200
FAUCTION30310301423802016020733CA01,05/19/2021,03/22/2021,2016-020733-CA-01,2016020733CA01,Accepting Proxy,467608.41,0,85186,Wilmington Savings Fund Society F S B,Wilmington Savings Fund Society F S B,HIDDEN,9725 NW 26 AVE,MIAMI,33147,30-3103-014-2380,3031030142380
FAUCTION35301904015602018002823CA01,05/24/2021,03/24/2021,2018-002823-CA-01,2018002823CA01,Accepting Proxy,57574.91,0,248625,Las Cascadas Homeowners Association Inc,Las Cascadas Homeowners Association Inc,HIDDEN,5541 NW 112 CT,DORAL,33178,35-3019-040-1560,3530190401560
FAUCTION03410800128302019021458CA01,05/24/2021,03/26/2021,2019-021458-CA-01,2019021458CA01,Accepting Proxy,612897.19,0,0,WELLS FARGO BANK NA,WELLS FARGO BANK NA,HIDDEN,,,,03-4108-001-2830,0341080012830
FAUCTION02321401810902017009474CA01,05/24/2021,03/26/2021,2017-009474-CA-01,2017009474CA01,Accepting Proxy,413866.37,0,0,WELLS FARGO DELAWARE TRUST COMPANY NA (TRUSTEE),WELLS FARGO DELAWARE TRUST COMPANY NA (TRUSTEE),HIDDEN,,,, 02-3214-018-1090,0232140181090
FAUCTION28123507408402020013142CC05,05/24/2021,03/26/2021,2020-013142-CC-05,2020013142CC05,Accepting Proxy,30227.41,0,0,NORTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION,NORTH TOWER AT THE POINT CONDOMINIUM ASSOCIATION,HIDDEN,,,,28-1235-074-0840,2812350740840
FAUCTION31220203422602014008105CA01,05/24/2021,03/26/2021,2014-008105-CA-01,2014008105CA01,Accepting Proxy,80486,0,0,"Bank Of New York Mellon Trust Co (the),","Bank Of New York Mellon Trust Co (the),",HIDDEN,,,,31-2202-034-2260,3122020342260
FAUCTION27203303218302018009442CA01,06/01/2021,03/24/2021,2018-009442-CA-01,2018009442CA01,Accepting Proxy,269486.43,0,108699,Wells Fargo Bank NA,Wells Fargo Bank NA,HIDDEN,9348 NW 120 TER 184,HIALEAH GARDENS,33018,27-2033-032-1830,2720330321830
FAUCTION30601901213202019031080CC05,06/14/2021,03/25/2021,2019-031080-CC-05,2019031080CC05,Accepting Proxy,8300.79,0,182384,Lennar Homes LLC,Lennar Homes LLC,HIDDEN,11261 SW 242 ST,MIAMI,33032,30-6019-012-1320,3060190121320
FAUCTION30691209802802019016431CA01,06/21/2021,03/25/2021,2019-016431-CA-01,2019016431CA01,Accepting Proxy,321165.42,0,0,"WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON SAVINGS FUND SOCIETY, FSB",HIDDEN,,,,30-6912-098-0280,3069120980280
