Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
PFORCLS30600601000602019016227CA01,05/26/2021,04/13/2021,2019-016227-CA-01,2019016227CA01,Accepting Proxy,376342.45,0,222665,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,19801 SW 117 AVE,MIAMI,33177,30-6006-010-0060,3060060100060
PFORCLS30593301200702017028221CA01,06/01/2021,04/13/2021,2017-028221-CA-01,2017028221CA01,Accepting Proxy,294526.39,0,181364,"HMC ASSETS, LLC","HMC ASSETS, LLC",HIDDEN,18121 SW 152 CT,MIAMI,33187,30-5933-012-0070,3059330120070
PFORCLS10792001404902019018445CA01,06/01/2021,04/14/2021,2019-018445-CA-01,2019018445CA01,Accepting Proxy,371343.43,0,345185,"HMC ASSETS, LLC (TR)","HMC ASSETS, LLC (TR)",HIDDEN,2209 SE 19 AVE,HOMESTEAD,33035,10-7920-014-0490,1079200140490
PFORCLS01410502500402015017259CA01,06/01/2021,04/15/2021,2015-017259-CA-01,2015017259CA01,Accepting Proxy,140286.01,0,229207,Pink Dot Inc,Pink Dot Inc,HIDDEN,4350 SW 3 ST,MIAMI,33134,01-4105-025-0040,0141050250040
PFORCLS30490200500202015028190CA01,06/01/2021,04/15/2021,2015-028190-CA-01,2015028190CA01,Accepting Proxy,937975.52,0,364669,Deutsche Bank National Trust Company As Trustee In Trust For The Registered Holders,Deutsche Bank National Trust Company As Trustee In Trust For The Registered Holders,HIDDEN,13320 SW 1 ST,MIAMI,33184,30-4902-005-0020,3049020050020
PFORCLS03413002308402019029671CA01,06/01/2021,04/15/2021,2019-029671-CA-01,2019029671CA01,Accepting Proxy,251544.08,0,205200,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,1205 MARIPOSA AVE 420,CORAL GABLES,33146,03-4130-023-0840,0341300230840
PFORCLS33503300002402019024209CA01,06/01/2021,04/15/2021,2019-024209-CA-01,2019024209CA01,Accepting Proxy,589732.65,0,561119,"Black River Partners I, LLC","Black River Partners I, LLC",HIDDEN,9100 SW 174 ST,PALMETTO BAY,33157,33-5033-000-0240,3350330000240
PFORCLS34113502000402018039313CA01,06/01/2021,04/13/2021,2018-039313-CA-01,2018039313CA01,Accepting Proxy,99954.68,0,29783,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,20380 NW 7 AVE 104,MIAMI GARDENS,33169,34-1135-020-0040,3411350200040
PFORCLS01323104802852016028592CA01,06/01/2021,04/13/2021,2016-028592-CA-01,2016028592CA01,Accepting Proxy,75107.22,0,230199,"The Grand Condominium Association, Inc.","The Grand Condominium Association, Inc.",HIDDEN,1717 N BAYSHORE DR A-3039,MIAMI,33132,01-3231-048-0285,0132310480285
PFORCLS30491600104602019033834CA01,06/01/2021,04/12/2021,2019-033834-CA-01,2019033834CA01,Accepting Proxy,117864.63,0,155164,Valley National Bank,Valley National Bank,HIDDEN,3845 SW 149 PL,MIAMI,33185,30-4916-001-0460,3049160010460
PFORCLS30590200510302018024616CA01,06/01/2021,04/16/2021,2018-024616-CA-01,2018024616CA01,Accepting Proxy,313839.88,0,364259,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FEDERAL NATIONAL MORTGAGE ASSOCIATION,HIDDEN,13455 SW 96 TER,MIAMI,33186,30-5902-005-1030,3059020051030
PFORCLS30501901406402019013481CA01,06/01/2021,04/16/2021,2019-013481-CA-01,2019013481CA01,Accepting Proxy,291002.51,0,351646,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,13730 SW 112 CT,MIAMI,33176,30-5019-014-0640,3050190140640
PFORCLS30401900424702020001909CA01,06/01/2021,04/16/2021,2020-001909-CA-01,2020001909CA01,Accepting Proxy,197141.11,0,0,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,,,,30-4019-004-2470,3040190042470
PFORCLS01413705932802019028215CC05,06/01/2021,04/16/2021,2019-028215-CC-05,2019028215CC05,Accepting Proxy,24800.3,0,177858,The Loft Downtown II Condominium Association Inc.,The Loft Downtown II Condominium Association Inc.,HIDDEN,133 NE 2 AVE 3311,MIAMI,33132,01-4137-059-3280,0141370593280
PFORCLS02320300732002010035665CA01,06/07/2021,04/13/2021,2010-035665-CA-01,2010035665CA01,Accepting Proxy,535937.2,0,506732,"Nationstar Mortgage Llc,","Nationstar Mortgage Llc,",HIDDEN,720 N SHORE DR,MIAMI BEACH,33141,02-3203-007-3200,0232030073200
PFORCLS10781302411602020002364CA01,06/09/2021,04/12/2021,2020-002364-CA-01,2020002364CA01,Accepting Proxy,48183.29,0,39492,U.S. BANK N.A,U.S. BANK N.A,HIDDEN,221 NW 9 AVE,HOMESTEAD,33030,10-7813-024-1160,1078130241160
PFORCLS34113201102602017019741CA01,06/14/2021,04/12/2021,2017-019741-CA-01,2017019741CA01,Accepting Proxy,167264.48,0,71483,VRMTG ASSET TRUST,VRMTG ASSET TRUST,HIDDEN,3908 NW 207 STREET RD,MIAMI GARDENS,33055,34-1132-011-0260,3411320110260
PFORCLS32201600205002016025285CA01,06/14/2021,04/12/2021,2016-025285-CA-01,2016025285CA01,Accepting Proxy,423590.59,0,283532,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,9130 NW 162 TER,MIAMI LAKES,33018,32-2016-002-0500,3220160020500
PFORCLS34210500217002012019367CA01,06/14/2021,04/12/2021,2012-019367-CA-01,2012019367CA01,Accepting Proxy,384816.81,0,198980,"Flagstar Bank (fsb),","Flagstar Bank (fsb),",HIDDEN,19121 NW 37 CT,MIAMI GARDENS,33055,34-2105-002-1700,3421050021700
PFORCLS34113200502902013016503CA01,06/14/2021,04/12/2021,2013-016503-CA-01,2013016503CA01,Accepting Proxy,302680.82,0,231354,"Bayview Loan Servicing (llc),","Bayview Loan Servicing (llc),",HIDDEN,4323 NW 202 ST,MIAMI GARDENS,33055,34-1132-005-0290,3411320050290
PFORCLS01413908224402014002280CA01,06/14/2021,04/16/2021,2014-002280-CA-01,2014002280CA01,Accepting Proxy,478155.73,0,571278,"Bank Of America Na,","Bank Of America Na,",HIDDEN,1331 BRICKELL BAY DR 1608,MIAMI,33131,01-4139-082-2440,0141390822440
PFORCLS01312603907102019011593CA01,06/22/2021,04/13/2021,2019-011593-CA-01,2019011593CA01,Accepting Proxy,184798.57,0,143043,BANK OF NEW YORK MELLON TRUST COMPANY NA,BANK OF NEW YORK MELLON TRUST COMPANY NA,HIDDEN,3228 NW 12 AVE,MIAMI,33127,01-3126-039-0710,0131260390710
PFORCLS34211500367602013036076CA01,06/22/2021,04/12/2021,2013-036076-CA-01,2013036076CA01,Accepting Proxy,182874.39,0,211950,"U S Bank Trust N A,","U S Bank Trust N A,",HIDDEN,15945 NW 20 AVE,MIAMI GARDENS,33054,34-2115-003-6760,3421150036760
PFORCLS30213500102802019033508CA01,06/28/2021,04/12/2021,2019-033508-CA-01,2019033508CA01,Accepting Proxy,537082.52,0,0,12-Plex LLC,12-Plex LLC,HIDDEN,,,,30-2135-001-0280,3021350010280
PFORCLS30213500001302019033508CA01,06/28/2021,04/12/2021,2019-033508-CA-01,2019033508CA01,Accepting Proxy,537082.52,0,0,12-Plex LLC,12-Plex LLC,HIDDEN,,,,30-2135-000-0130,3021350000130
PFORCLS01411401541502019010132CA01,07/06/2021,04/12/2021,2019-010132-CA-01,2019010132CA01,Accepting Proxy,416309.68,0,467383,"U.S. BANK NA, SUCCESSOR TRUSTEE TO BANK OF AMERICA","U.S. BANK NA, SUCCESSOR TRUSTEE TO BANK OF AMERICA",HIDDEN,3 GROVE ISLE DR C805,MIAMI,33133,01-4114-015-4150,0141140154150
PFORCLS30600601110002018042953CA01,07/06/2021,04/12/2021,2018-042953-CA-01,2018042953CA01,Accepting Proxy,435540.04,0,152359,Bank of New York Mellon (THE),Bank of New York Mellon (THE),HIDDEN,11471 SW 197 ST,MIAMI,33157,30-6006-011-1000,3060060111000
PFORCLS30601901210102017009907CA01,07/06/2021,04/14/2021,2017-009907-CA-01,2017009907CA01,Accepting Proxy,824360.71,0,283325,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,11451 SW 243 TER,MIAMI,33032,30-6019-012-1010,3060190121010
PFORCLS01410504902102018029501CA01,07/06/2021,04/14/2021,2018-029501-CA-01,2018029501CA01,Accepting Proxy,567070.81,0,132973,DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),DEUTSCHE BANK NATIONAL TRUST COMPANY (TRUSTEE),HIDDEN,4277 SW 5 ST,MIAMI,33134,01-4105-049-0210,0141050490210
PFORCLS01312301105502018017334CA01,07/06/2021,04/14/2021,2018-017334-CA-01,2018017334CA01,Accepting Proxy,280020.3,0,49024,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,1177 NW 48 ST,MIAMI,33127,01-3123-011-0550,0131230110550
PFORCLS30691203301602019021206CA01,07/06/2021,04/14/2021,2019-021206-CA-01,2019021206CA01,Accepting Proxy,243993.94,0,161897,NATIONSTAR MORTGAGE LLC ,NATIONSTAR MORTGAGE LLC ,HIDDEN,12320 SW 202 TER,MIAMI,33177,30-6912-033-0160,3069120330160
PFORCLS30493310303502019007336CA01,07/12/2021,04/14/2021,2019-007336-CA-01,2019007336CA01,Accepting Proxy,303754.38,0,128400,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A.",HIDDEN,15270 SW 80 ST 7,MIAMI,33193,30-4933-103-0350,3049331030350
PFORCLS30400801701602012025490CA01,07/12/2021,04/14/2021,2012-025490-CA-01,2012025490CA01,Accepting Proxy,242974.79,0,98133,"Bank Of America (na),","Bank Of America (na),",HIDDEN,10007 SW 23 TER,MIAMI,33165,30-4008-017-0160,3040080170160
PFORCLS30400407406802018036574CA01,07/12/2021,04/12/2021,2018-036574-CA-01,2018036574CA01,Accepting Proxy,99537.66,0,111500,US BANK NATIONAL ASSOCIATION (TR),US BANK NATIONAL ASSOCIATION (TR),HIDDEN,9350 FONTAINEBLEAU BLVD 412,MIAMI,33172,30-4004-074-0680,3040040740680
PFORCLS01411101600102018029045CA01,07/13/2021,04/14/2021,2018-029045-CA-01,2018029045CA01,Accepting Proxy,445506.64,0,421869,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,1104 SW 12 CT,MIAMI,33135,01-4111-016-0010,0141110160010
