Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
PFORCLS09402501506302014019017CA01,06/07/2021,04/27/2021,2014-019017-CA-01,2014019017CA01,Accepting Proxy,79608.37,0,207775,HMC Assets Llc,HMC Assets Llc,HIDDEN,6410 SW 58 PL,SOUTH MIAMI,33143,09-4025-015-0630,0940250150630
PFORCLS02420500101502020016160CA01,06/07/2021,04/27/2021,2020-016160-CA-01,2020016160CA01,Accepting Proxy,12298788.9,0,11262464,"SAFE HARBOR EQUITY DISTRESSED DEBT FUND 3, L.P.","SAFE HARBOR EQUITY DISTRESSED DEBT FUND 3, L.P.",HIDDEN,39 PALM AVE,MIAMI BEACH,33139,02-4205-001-0150,0242050010150
PFORCLS04213003004502020020247CA01,06/07/2021,04/27/2021,2020-020247-CA-01,2020020247CA01,Accepting Proxy,84492.37,0,94704,"U.S. BANK NATIONAL ASSOCIATION, NOT INDIVIDUALLY","U.S. BANK NATIONAL ASSOCIATION, NOT INDIVIDUALLY",HIDDEN,6625 W 4 AVE 225,HIALEAH,33012,04-2130-030-0450,0421300300450
PFORCLS30600601402002020005899CA01,06/07/2021,04/26/2021,2020-005899-CA-01,2020005899CA01,Accepting Proxy,65296,0,111475,BRIDGE INVESTMENT INC,BRIDGE INVESTMENT INC,HIDDEN,11500 SW 191 ST,MIAMI,33157,30-6006-014-0200,3060060140200
PFORCLS31221402108802020016110CC23,06/07/2021,04/26/2021,2020-016110-CC-23,2020016110CC23,Accepting Proxy,29883.16,0,342709,Poinciana Island Yacht & Racquet Club Condo Assn ,Poinciana Island Yacht & Racquet Club Condo Assn ,HIDDEN,335 POINCIANA ISLAND DR 1005,SUNNY ISLES BEACH,33160,31-2214-021-0880,3122140210880
PFORCLS30590402500102020016582CC25,06/09/2021,04/27/2021,2020-016582-CC-25,2020016582CC25,Accepting Proxy,6938,0,143000,"Banyan Tree Condominium Association, Inc.","Banyan Tree Condominium Association, Inc.",HIDDEN,9704 HAMMOCKS BLVD 101,MIAMI,33196,30-5904-025-0010,3059040250010
PFORCLS01413904100202019032302CA01,06/14/2021,04/26/2021,2019-032302-CA-01,2019032302CA01,Accepting Proxy,138760.19,0,0,Villa Regina Association Inc.,Villa Regina Association Inc.,HIDDEN,,,,01-4139-041-0020,0141390410020
PFORCLS30123109200402020007720CC23,06/14/2021,04/27/2021,2020-007720-CC-23,2020007720CC23,Accepting Proxy,6748.84,0,58010,Carmel Lakes Property Owners Assn Inc,Carmel Lakes Property Owners Assn Inc,HIDDEN,20731 NE 4 PL 104,MIAMI,33179,30-1231-092-0040,3012310920040
PFORCLS10792102612402020024864CA01,06/14/2021,04/28/2021,2020-024864-CA-01,2020024864CA01,Accepting Proxy,13484.14,0,202000,Keys Gate Community Association Inc,Keys Gate Community Association Inc,HIDDEN,1461 SE 24 TER,HOMESTEAD,33035,10-7921-026-1240,1079210261240
PFORCLS30403303102002019029900CA01,06/14/2021,04/28/2021,2019-029900-CA-01,2019029900CA01,Accepting Proxy,286251.6,0,130159,"HSBC BANK USA, NATIONAL ASSOCIATION ","HSBC BANK USA, NATIONAL ASSOCIATION ",HIDDEN,7554 SW 95 PL,MIAMI,33173,30-4033-031-0200,3040330310200
PFORCLS30310200611002019019679CA01,06/14/2021,04/28/2021,2019-019679-CA-01,2019019679CA01,Accepting Proxy,170965.12,0,195684,Park Lane Funding Corp.,Park Lane Funding Corp.,HIDDEN,9900 NW 12 AVE,MIAMI,33150,30-3102-006-1100,3031020061100
PFORCLS30212303701902017012670CA01,06/14/2021,04/29/2021,2017-012670-CA-01,2017012670CA01,Accepting Proxy,289969.78,0,298024,Specialized Loan Servicing LLC,Specialized Loan Servicing LLC,HIDDEN,14620 NW 17 DR,MIAMI,33167,30-2123-037-0190,3021230370190
PFORCLS30592301603102015026906CA01,06/14/2021,04/29/2021,2015-026906-CA-01,2015026906CA01,Accepting Proxy,332176.43,0,353526,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,14991 SW 136 PL,MIAMI,33186,30-5923-016-0310,3059230160310
PFORCLS06222710307802018011544CA01,06/14/2021,04/29/2021,2018-011544-CA-01,2018011544CA01,Accepting Proxy,389329.6,0,110118,WELLS FARGO BANK NA ,WELLS FARGO BANK NA ,HIDDEN,2640 NE 135 ST 417,NORTH MIAMI,33181,06-2227-103-0780,0622271030780
PFORCLS30201200229902017017317CA01,06/15/2021,04/27/2021,2017-017317-CA-01,2017017317CA01,Accepting Proxy,51463.27,0,0,Moors Master Maintenance Assn Inc (The),Moors Master Maintenance Assn Inc (The),HIDDEN,,,,30-2012-002-2990,3020120022990
PFORCLS36600801900402017011331CA01,06/22/2021,04/26/2021,2017-011331-CA-01,2017011331CA01,Accepting Proxy,435470.27,0,151722,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,9737 SW 213 TER,CUTLER BAY,33189,36-6008-019-0040,3660080190040
PFORCLS30220402000902020016836CA01,06/22/2021,04/27/2021,2020-016836-CA-01,2020016836CA01,Accepting Proxy,449303.2,0,0,AJAX Mortgage Loan Trust 2018-G,AJAX Mortgage Loan Trust 2018-G,HIDDEN,,,,30-2204-020-0090,3022040200090
PFORCLS10790703200832019027459CA01,06/22/2021,04/27/2021,2019-027459-CA-01,2019027459CA01,Accepting Proxy,126294.52,0,129283,Nationstar Mortgage LLC,Nationstar Mortgage LLC,HIDDEN,1025 NE 3 AVE,HOMESTEAD,33030,10-7907-032-0083,1079070320083
PFORCLS06223002604002020005895CA01,06/22/2021,04/30/2021,2020-005895-CA-01,2020005895CA01,Accepting Proxy,423413.18,0,0,CITY FIRST MORTGAGE CORP.,CITY FIRST MORTGAGE CORP.,HIDDEN,,,,06-2230-026-0400,0622300260400
PFORCLS30592800205802018034376CA01,06/28/2021,04/30/2021,2018-034376-CA-01,2018034376CA01,Accepting Proxy,411335.77,0,0,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,,,,30-5928-002-0580,3059280020580
PFORCLS01420605605802018012024CC23,06/28/2021,04/27/2021,2018-012024-CC-23,2018012024CC23,Accepting Proxy,6850.1,0,189751,Brickell Key Master Assn Inc,Brickell Key Master Assn Inc,HIDDEN,540 BRICKELL KEY DR 1103,MIAMI,33131,01-4206-056-0580,0142060560580
PFORCLS30493201104602018004656CA01,06/28/2021,04/28/2021,2018-004656-CA-01,2018004656CA01,Accepting Proxy,364027.05,0,171280,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FEDERAL NATIONAL MORTGAGE ASSOCIATION,HIDDEN,15976 SW 81 TER,MIAMI,33193,30-4932-011-0460,3049320110460
PFORCLS02420311001002018020722CC23,06/28/2021,04/28/2021,2018-020722-CC-23,2018020722CC23,Accepting Proxy,7598.98,0,106376,921 Jefferson Avenue Assn Inc,921 Jefferson Avenue Assn Inc,HIDDEN,921 JEFFERSON AVE 3D,MIAMI BEACH,33139,02-4203-110-0100,0242031100100
PFORCLS28220305735702018018700CA01,07/07/2021,04/30/2021,2018-018700-CA-01,2018018700CA01,Accepting Proxy,656239.14,0,0,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,,,,28-2203-057-3570,2822030573570
PFORCLS11320601406602010007713CA01,07/07/2021,04/29/2021,2010-007713-CA-01,2010007713CA01,Accepting Proxy,553000.83,0,680659,"Deutsche Bank Natl Tr Co,","Deutsche Bank Natl Tr Co,",HIDDEN,590 NE 96 ST,MIAMI SHORES,33138,11-3206-014-0660,1132060140660
PFORCLS34113201415202015015299CA01,07/12/2021,04/26/2021,2015-015299-CA-01,2015015299CA01,Accepting Proxy,144503.36,0,53777,Deutsche Bank Natl Tr Co,Deutsche Bank Natl Tr Co,HIDDEN,21321 NW 39 AVE,MIAMI GARDENS,33055,34-1132-014-1520,3411320141520
PFORCLS24520505506802020007913CA01,07/12/2021,04/26/2021,2020-007913-CA-01,2020007913CA01,Accepting Proxy,191935.6,0,1334000,OCEAN CLUB COMMUNITY ASSOCIATION INC,OCEAN CLUB COMMUNITY ASSOCIATION INC,HIDDEN,785 CRANDON BLVD 705,KEY BISCAYNE,33149,24-5205-055-0680,2452050550680
PFORCLS30213601603302017013203CA01,07/12/2021,04/26/2021,2017-013203-CA-01,2017013203CA01,Accepting Proxy,228535.7,0,154885,VRMTG ASSET TRUST,VRMTG ASSET TRUST,HIDDEN,265 NW 105 ST,MIAMI,33150,30-2136-016-0330,3021360160330
PFORCLS30590406407302020017276CA01,07/14/2021,04/27/2021,2020-017276-CA-01,2020017276CA01,Accepting Proxy,135611.63,0,119279,"CITIBANK, N.A.","CITIBANK, N.A.",HIDDEN,10210 SW 154 PL 104-8,MIAMI,33196,30-5904-064-0730,3059040640730
PFORCLS30583600105202020009800CA01,07/19/2021,04/28/2021,2020-009800-CA-01,2020009800CA01,Accepting Proxy,153207.65,0,210103,Partners for Payment Relief DE IV LLC,Partners for Payment Relief DE IV LLC,HIDDEN,17475 SW 182 AVE,MIAMI,33187,30-5836-001-0520,3058360010520
PFORCLS30200103814102019023878CA01,07/19/2021,04/30/2021,2019-023878-CA-01,2019023878CA01,Accepting Proxy,119525.57,0,0,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,,,,30-2001-038-1410,3020010381410
PFORCLS31220203400102020026925CA01,07/20/2021,04/27/2021,2020-026925-CA-01,2020026925CA01,Accepting Proxy,16705.71,0,63000,"Aventura Beach Club Condominium Association, Inc.","Aventura Beach Club Condominium Association, Inc.",HIDDEN,19201 COLLINS AVE 101,SUNNY ISLES BEACH,33160,31-2202-034-0010,3122020340010
PFORCLS30590800505502020017743CA01,07/21/2021,04/29/2021,2020-017743-CA-01,2020017743CA01,Accepting Proxy,166406.5,0,214184,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,11001 SW 155 PL,MIAMI,33196,30-5908-005-0550,3059080050550
PFORCLS14223504506002016006318CA01,07/26/2021,04/28/2021,2016-006318-CA-01,2016006318CA01,Accepting Proxy,1264656.53,0,915257,U.S. BANK NATIONAL ASSOCIATION (TRUSTEE),U.S. BANK NATIONAL ASSOCIATION (TRUSTEE),HIDDEN,9499 COLLINS AVE PH-06,SURFSIDE,33154,14-2235-045-0600,1422350450600
PFORCLS30201102200802018017900CA01,07/27/2021,04/29/2021,2018-017900-CA-01,2018017900CA01,Accepting Proxy,309495.13,0,213500,DEUTSCHE BANK NATIONAL TRUST COMPANY AS TRUSTEE FO,DEUTSCHE BANK NATIONAL TRUST COMPANY AS TRUSTEE FO,HIDDEN,7629 NW 181 TER,MIAMI,33015,30-2011-022-0080,3020110220080
PFORCLS30310301907702020017836CA01,07/28/2021,04/27/2021,2020-017836-CA-01,2020017836CA01,Accepting Proxy,126925.97,0,0,"Schonbrun (Tr), Harvey","Schonbrun (Tr), Harvey",HIDDEN,,,,30-3103-019-0770,3031030190770
PFORCLS04203504615102020006377CA01,08/02/2021,04/30/2021,2020-006377-CA-01,2020006377CA01,Accepting Proxy,24230.31,0,0,"PALM-WEST GARDENS, INC.","PALM-WEST GARDENS, INC.",HIDDEN,,,,04-2035-046-1510,0420350461510
