Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION30790301315802017029403CA01,05/17/2021,03/29/2021,2017-029403-CA-01,2017029403CA01,Accepting Proxy,98885.33,0,77000,US BANK TRUST NA ,US BANK TRUST NA ,HIDDEN,28007 SW 143 CT,MIAMI,33033,30-7903-013-1580,3079030131580
FAUCTION03410800103902012002353CA01,05/17/2021,03/30/2021,2012-002353-CA-01,2012002353CA01,Accepting Proxy,494386.93,0,320398,"Hsbc Bank Usa Na (tru),","Hsbc Bank Usa Na (tru),",HIDDEN,447 NAVARRE AVE,CORAL GABLES,33134,03-4108-001-0390,0341080010390
FAUCTION30213503002802012028261CA01,05/17/2021,03/31/2021,2012-028261-CA-01,2012028261CA01,Accepting Proxy,163997.28,0,228134,"Christiana Trust,","Christiana Trust,",HIDDEN,1635 NW 117 ST,MIAMI,33167,30-2135-030-0280,3021350300280
FAUCTION30310300701202016020614CA01,05/17/2021,04/01/2021,2016-020614-CA-01,2016020614CA01,Accepting Proxy,237800.28,0,147338,CITIFINANCIAL SERVICING LLC,CITIFINANCIAL SERVICING LLC,HIDDEN,2279 NW 94 ST,MIAMI,33147,30-3103-007-0120,3031030070120
FAUCTION30212302224732019031810CA01,05/17/2021,04/01/2021,2019-031810-CA-01,2019031810CA01,Accepting Proxy,111249.59,0,77121,North American Savings Bank FSB,North American Savings Bank FSB,HIDDEN,14390 NW 14 DR,MIAMI,33167,30-2123-022-2473,3021230222473
FAUCTION01323009622402020006762CA01,06/01/2021,04/01/2021,2020-006762-CA-01,2020006762CA01,Accepting Proxy,454365.4,0,0,International Mortgage Capital Fund I LLC,International Mortgage Capital Fund I LLC,HIDDEN,501 NE 31 ST UNIT 307,MIAMI,33137,01-3230-096-2240,0132300962240
FAUCTION01400101702202019036007CA01,06/01/2021,03/31/2021,2019-036007-CA-01,2019036007CA01,Accepting Proxy,369215.78,0,462665,"CALEPA, LLC.","CALEPA, LLC.",HIDDEN,5757 SW 3 ST,MIAMI,33144,01-4001-017-0220,0140010170220
FAUCTION30123109800102019012974CA01,06/01/2021,03/29/2021,2019-012974-CA-01,2019012974CA01,Accepting Proxy,119873.28,0,72226,DEUTSCHE BANK NATIONAL TRUST CO TRUSTEE FOR ENCORE,DEUTSCHE BANK NATIONAL TRUST CO TRUSTEE FOR ENCORE,HIDDEN,20680 NE 4 CT 101,MIAMI,33179,30-1231-098-0010,3012310980010
FAUCTION30403305603402019034193CA01,06/02/2021,04/01/2021,2019-034193-CA-01,2019034193CA01,Accepting Proxy,125265.25,0,49436,NEWREZ LLC,NEWREZ LLC,HIDDEN,7232 SW 94 PL E-2,MIAMI,33173,30-4033-056-0340,3040330560340
FAUCTION01312300611802020016775CA01,06/14/2021,03/31/2021,2020-016775-CA-01,2020016775CA01,Accepting Proxy,279332.2,0,156909,BLACKSTONE RESIDENTIAL OPERATING PARTNERSHIP LP,BLACKSTONE RESIDENTIAL OPERATING PARTNERSHIP LP,HIDDEN,1065 NW 53 ST,MIAMI,33127,01-3123-006-1180,0131230061180
FAUCTION30201000403802018019421CA01,06/21/2021,04/02/2021,2018-019421-CA-01,2018019421CA01,Accepting Proxy,576725.66,0,285546,Nationstar HECM Acquisition Trust 2017-2 ,Nationstar HECM Acquisition Trust 2017-2 ,HIDDEN,17630 NW 82 AVE,MIAMI,33015,30-2010-004-0380,3020100040380
FAUCTION03410800103902018037635CA01,06/23/2021,03/30/2021,2018-037635-CA-01,2018037635CA01,Accepting Proxy,139609.58,0,320398,FORECLOSURE ADVISORS  LLC,FORECLOSURE ADVISORS  LLC,HIDDEN,447 NAVARRE AVE,CORAL GABLES,33134,03-4108-001-0390,0341080010390
FAUCTION30401900216702007002514CA01,06/29/2021,03/31/2021,2007-002514-CA-01,2007002514CA01,Accepting Proxy,343132.54,0,289809,"Jpmorgan Chase Bank (as Tr),","Jpmorgan Chase Bank (as Tr),",HIDDEN,11270 SW 43 LN,MIAMI,33165,30-4019-002-1670,3040190021670
FAUCTION30790300700302018039718CA01,06/29/2021,03/31/2021,2018-039718-CA-01,2018039718CA01,Accepting Proxy,232216.42,0,178351,DEUTSCHE BANK NATIONAL TRUST COMPANY AS TRUSTEE FO,DEUTSCHE BANK NATIONAL TRUST COMPANY AS TRUSTEE FO,HIDDEN,14520 SW 293 ST,MIAMI,33033,30-7903-007-0030,3079030070030
