Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION32202300412202015029890CA01,06/22/2021,05/06/2021,2015-029890-CA-01,2015029890CA01,Accepting Proxy,452593.77,0,195819,CIT Bank N A,CIT Bank N A,HIDDEN,14111 CYPRESS CT,MIAMI LAKES,33014,32-2023-004-1220,3220230041220
FAUCTION30221804602502019001718CA01,06/22/2021,05/05/2021,2019-001718-CA-01,2019001718CA01,Accepting Proxy,50938.04,0,44625,"Ola Condominium Association, Inc.","Ola Condominium Association, Inc.",HIDDEN,15221 NE 6 AVE A109,MIAMI,33162,30-2218-046-0250,3022180460250
FAUCTION04310601303202019014964CA01,06/22/2021,05/05/2021,2019-014964-CA-01,2019014964CA01,Accepting Proxy,205851.72,0,160964,HSBC BANK USA  NATIONAL ASSOCIATION (TR),HSBC BANK USA  NATIONAL ASSOCIATION (TR),HIDDEN,59 W 39 PL,HIALEAH,33012,04-3106-013-0320,0431060130320
FAUCTION30790400515202018012756CA01,06/22/2021,05/07/2021,2018-012756-CA-01,2018012756CA01,Accepting Proxy,135652.09,0,116411,JP MORGAN MORTGAGE ACQUISITION CORP,JP MORGAN MORTGAGE ACQUISITION CORP,HIDDEN,14960 GRANT LN,MIAMI,33033,30-7904-005-1520,3079040051520
FAUCTION17223100502912020027771CA01,06/22/2021,05/07/2021,2020-027771-CA-01,2020027771CA01,Accepting Proxy,693070.47,0,195872,AJAX Mortgage Loan Trust 2018-F,AJAX Mortgage Loan Trust 2018-F,HIDDEN,728 NE 117 ST,BISCAYNE PARK,33161,17-2231-005-0291,1722310050291
FAUCTION34210901512402018031153CA01,06/28/2021,05/06/2021,2018-031153-CA-01,2018031153CA01,Accepting Proxy,216915.45,0,188279,REVERSE MORTGAGE FUNDING LLC,REVERSE MORTGAGE FUNDING LLC,HIDDEN,3276 NW 180 ST,MIAMI GARDENS,33056,34-2109-015-1240,3421090151240
FAUCTION30310200601602019025081CA01,06/28/2021,05/04/2021,2019-025081-CA-01,2019025081CA01,Accepting Proxy,187685.56,0,54999,"Bank of New York Mellon Trust Company, N.A. (TR)","Bank of New York Mellon Trust Company, N.A. (TR)",HIDDEN,1226 NW 103 ST,MIAMI,33147,30-3102-006-0160,3031020060160
FAUCTION02321109903702020021607CA01,06/30/2021,05/06/2021,2020-021607-CA-01,2020021607CA01,Accepting Proxy,213293.92,0,310655,"Vaster  Sub II, LLC","Vaster  Sub II, LLC",HIDDEN,6080 COLLINS AVE 609 A/K/A PH-09,MIAMI BEACH,33140,02-3211-099-0370,0232110990370
FAUCTION30501900202802020005925CA01,06/30/2021,05/07/2021,2020-005925-CA-01,2020005925CA01,Accepting Proxy,175793.41,0,152086,WELLS FARGO BANK NA (TR),WELLS FARGO BANK NA (TR),HIDDEN,15100 POLK ST,MIAMI,33176,30-5019-002-0280,3050190020280
FAUCTION34210101202802015010277CA01,07/06/2021,05/07/2021,2015-010277-CA-01,2015010277CA01,Accepting Proxy,286917.46,0,96494,Citibank N A,Citibank N A,HIDDEN,19501 NW 1 PL,MIAMI GARDENS,33169,34-2101-012-0280,3421010120280
FAUCTION34210200804202018014091CA01,07/06/2021,05/07/2021,2018-014091-CA-01,2018014091CA01,Accepting Proxy,247157.13,0,201708,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,1331 NW 191 ST,MIAMI GARDENS,33169,34-2102-008-0420,3421020080420
FAUCTION32202100304902015015587CA01,07/06/2021,05/06/2021,2015-015587-CA-01,2015015587CA01,Accepting Proxy,745332.9,0,379857,Deutsche Bank National Trust Company,Deutsche Bank National Trust Company,HIDDEN,8854 NW 153 TER,MIAMI LAKES,33018,32-2021-003-0490,3220210030490
FAUCTION01321805303602019027447CA01,07/07/2021,05/03/2021,2019-027447-CA-01,2019027447CA01,Accepting Proxy,36050.56,0,146898,"Palm Bay Towers Condominium Association, Inc.","Palm Bay Towers Condominium Association, Inc.",HIDDEN,720 NE 69 ST 15W,MIAMI,33138,01-3218-053-0360,0132180530360
FAUCTION33503400005302019016230CA01,07/12/2021,05/03/2021,2019-016230-CA-01,2019016230CA01,Accepting Proxy,941765.28,0,516938,HSBC BANK USA NA,HSBC BANK USA NA,HIDDEN,8241 SW 183 ST,PALMETTO BAY,33157,33-5034-000-0530,3350340000530
FAUCTION01410304009502019028103CA01,07/12/2021,05/04/2021,2019-028103-CA-01,2019028103CA01,Accepting Proxy,357774.18,0,281247,LH-NP-STRAT DELAWARE OWNER TRUST,LH-NP-STRAT DELAWARE OWNER TRUST,HIDDEN,2822 SW 1 ST,MIAMI,33135,01-4103-040-0950,0141030400950
FAUCTION23320902603402019022742CA01,07/12/2021,05/04/2021,2019-022742-CA-01,2019022742CA01,Accepting Proxy,155425.93,0,103557,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,7904 WEST DR 108,NORTH BAY VILLAGE,33141,23-3209-026-0340,2332090260340
FAUCTION02323307312902019000155CA01,07/19/2021,05/04/2021,2019-000155-CA-01,2019000155CA01,Accepting Proxy,90144.83,0,144933,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC,HIDDEN,1200 WEST AVE 1009,MIAMI BEACH,33139,02-3233-073-1290,0232330731290
FAUCTION36600500401202018006837CA01,07/26/2021,05/05/2021,2018-006837-CA-01,2018006837CA01,Accepting Proxy,454533.11,0,272851,FEDERAL NATIONAL MORTGAGE ASSOCIATION   FANNIE MAE,FEDERAL NATIONAL MORTGAGE ASSOCIATION   FANNIE MAE,HIDDEN,18831 STERLING DR,CUTLER BAY,33157,36-6005-004-0120,3660050040120
FAUCTION10791003004902019026412CA01,07/26/2021,05/05/2021,2019-026412-CA-01,2019026412CA01,Accepting Proxy,200900.53,0,102511,Bank of New York Mellon (THE) (TR),Bank of New York Mellon (THE) (TR),HIDDEN,1570 NE 33 RD 109-11,HOMESTEAD,33033,10-7910-030-0490,1079100300490
FAUCTION33502500504102020023588CA01,07/26/2021,05/06/2021,2020-023588-CA-01,2020023588CA01,Accepting Proxy,1853563.7,0,820000,Citibank N.A.,Citibank N.A.,HIDDEN,5978 PARADISE POINT DR,PALMETTO BAY,33157,33-5025-005-0410,3350250050410
FAUCTION30493309500802018025143CA01,07/27/2021,05/04/2021,2018-025143-CA-01,2018025143CA01,Accepting Proxy,39532.24,0,70021,"Point Lake Condominium Association Three, Inc.","Point Lake Condominium Association Three, Inc.",HIDDEN,7611 SW 153 CT 108,MIAMI,33193,30-4933-095-0080,3049330950080
FAUCTION30591000406702017014759CA01,07/27/2021,05/03/2021,2017-014759-CA-01,2017014759CA01,Accepting Proxy,691757.21,0,210390,HSBC BANK USA,HSBC BANK USA,HIDDEN,11026 SW 139 PL,MIAMI,33186,30-5910-004-0670,3059100040670
FAUCTION30493310220302020003844CC23,08/02/2021,05/06/2021,2020-003844-CC-23,2020003844CC23,Accepting Proxy,12994.06,0,97053,Tiffany Lakes Condo Assn Inc,Tiffany Lakes Condo Assn Inc,HIDDEN,8715 SW 152 AVE 303,MIAMI,33193,30-4933-102-2030,3049331022030
FAUCTION10791002403802018028950CA01,08/09/2021,05/03/2021,2018-028950-CA-01,2018028950CA01,Accepting Proxy,288092.86,0,96408,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,3390 NE 9 ST 203,HOMESTEAD,33033,10-7910-024-0380,1079100240380
