Sale Date,Add Date,Case Number,Formatted Case Number,Database ID,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
03/02/2021,01/28/2021,2018-007240-CA-01,2018007240CA01,FAUCTION04300105009502018007240CA01,Accepting Proxy,336480.9,0,243134,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION,HIDDEN,4241 W 10 AVE,HIALEAH,33012,04-3001-050-0950,0430010500950
03/02/2021,01/28/2021,2019-030836-CA-01,2019030836CA01,FAUCTION30493501701702019030836CA01,Accepting Proxy,291489.88,0,130000,"WELLS FARGO BANK, NATIONAL ASSOCIATION","WELLS FARGO BANK, NATIONAL ASSOCIATION",HIDDEN,8500 SW 133 AVENUE RD 105,MIAMI,33183,30-4935-017-0170,3049350170170
03/03/2021,01/28/2021,2017-016957-CA-01,2017016957CA01,FAUCTION30492704001402017016957CA01,Accepting Proxy,123933.47,0,155465,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,6699 SW 137 CT 10B,MIAMI,33183,30-4927-040-0140,3049270400140
03/03/2021,01/28/2021,2019-022916-CA-01,2019022916CA01,FAUCTION28221007528502019022916CA01,Accepting Proxy,19495.73,0,192707,"Williams Island Property Owners' Association, Inc.","Williams Island Property Owners' Association, Inc.",HIDDEN,1000 ISLAND BLVD 1412,AVENTURA,33160,28-2210-075-2850,2822100752850
03/03/2021,01/28/2021,2014-031102-CA-01,2014031102CA01,FAUCTION35301902506302014031102CA01,Accepting Proxy,572439.37,0,273717,"Wells Fargo Bank N A,","Wells Fargo Bank N A,",HIDDEN,4445 NW 110 CT,DORAL,33178,35-3019-025-0630,3530190250630
03/03/2021,01/28/2021,2019-008051-CA-01,2019008051CA01,FAUCTION30790801702302019008051CA01,Accepting Proxy,235638.46,0,95133,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,15710 SW 297 ST,MIAMI,33033,30-7908-017-0230,3079080170230
03/03/2021,01/28/2021,2019-022098-CA-01,2019022098CA01,FAUCTION01413812709002019022098CA01,Accepting Proxy,28007.03,0,242110,LATITUDE ONE-WEST BRICKELL CONDOMINIUM ASSOCIATION,LATITUDE ONE-WEST BRICKELL CONDOMINIUM ASSOCIATION,HIDDEN,175 SW 7 ST 1702,MIAMI,33130,01-4138-127-0900,0141381270900
03/03/2021,01/28/2021,2014-029422-CA-01,2014029422CA01,FAUCTION30591202402702014029422CA01,Accepting Proxy,612867.66,0,242460,"Us Bank Na,","Us Bank Na,",HIDDEN,11727 SW 113 TER,MIAMI,33186,30-5912-024-0270,3059120240270
03/03/2021,01/28/2021,2016-012658-CA-01,2016012658CA01,FAUCTION01411002503802016012658CA01,Accepting Proxy,733959.9,0,335296,"TRUST, PROF-2013-S3 LEGAL TITLE","TRUST, PROF-2013-S3 LEGAL TITLE",HIDDEN,2358 SW 18 ST,MIAMI,33145,01-4110-025-0380,0141100250380
03/03/2021,01/28/2021,2012-015669-CA-01,2012015669CA01,FAUCTION33503501500802012015669CA01,Accepting Proxy,2249290.39,0,569908,U S Bank Trust  NA,U S Bank Trust  NA,HIDDEN,17520 SW 73 CT,PALMETTO BAY,33157,33-5035-015-0080,3350350150080
03/03/2021,01/28/2021,2020-002415-CA-01,2020002415CA01,FAUCTION34210300310002020002415CA01,Accepting Proxy,274120.94,0,184503,MILL CITY MORTGAGE LOAN TRUST 2018-1,MILL CITY MORTGAGE LOAN TRUST 2018-1,HIDDEN,2008 NW 186 ST,MIAMI GARDENS,33056,34-2103-003-1000,3421030031000
03/08/2021,01/28/2021,2019-003150-CA-01,2019003150CA01,FAUCTION30123105700402019003150CA01,Accepting Proxy,31932.19,0,85437,"CONDOMINIUM \E\"" ASSOCIATION AT MEDITERRANEA","INC.""","CONDOMINIUM \E\"" ASSOCIATION AT MEDITERRANEA","INC.""",HIDDEN,347 IVES DAIRY RD E347-0,30-1231-057-0040,3012310570040
03/08/2021,01/25/2021,2017-010288-CA-01,2017010288CA01,FAUCTION04202508501202017010288CA01,Accepting Proxy,181814.03,0,75023,HSBC BANK USA NATIONAL ASSOCIATION ,HSBC BANK USA NATIONAL ASSOCIATION ,HIDDEN,606 W 81 ST 403,HIALEAH,33014,04-2025-085-0120,0420250850120
03/08/2021,01/25/2021,2018-026970-CA-01,2018026970CA01,FAUCTION30201108017202018026970CA01,Accepting Proxy,98304.32,0,56793,"Villa Bellini Condominium Association, Inc.","Villa Bellini Condominium Association, Inc.",HIDDEN,7010 NW 179 ST 210,MIAMI,33015,30-2011-080-1720,3020110801720
03/08/2021,01/25/2021,2018-010613-CA-01,2018010613CA01,FAUCTION35302900305002018010613CA01,Accepting Proxy,540160.17,0,440276,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION,HIDDEN,9800 NW 28 TER,DORAL,33172,35-3029-003-0500,3530290030500
03/08/2021,01/25/2021,2019-018139-CA-01,2019018139CA01,FAUCTION28123502009302019018139CA01,Accepting Proxy,31100.11,0,276400,"TURNBERRY TOWERS CONDOMINIUM ASSOCIATION, INC.","TURNBERRY TOWERS CONDOMINIUM ASSOCIATION, INC.",HIDDEN,19355 TURNBERRY WAY 14D,AVENTURA,33180,28-1235-020-0930,2812350200930
03/08/2021,01/25/2021,2019-028627-CA-01,2019028627CA01,FAUCTION30200103400802019028627CA01,Accepting Proxy,193014.95,0,102781,MTGLQ INVESTORS L.P.,MTGLQ INVESTORS L.P.,HIDDEN,18905 NW 62 AVE 204,MIAMI,33015,30-2001-034-0080,3020010340080
03/08/2021,01/25/2021,2020-002693-CA-01,2020002693CA01,FAUCTION04202103121502020002693CA01,Accepting Proxy,12698.81,0,0,Bonterra North Homeowners Association,Bonterra North Homeowners Association,HIDDEN,3323 WEST 98 PL,HIALEAH,33018,04-2021-031-2150,0420210312150
03/08/2021,01/27/2021,2020-006942-CA-01,2020006942CA01,FAUCTION35300801605302020006942CA01,Accepting Proxy,410749.35,0,361000,"WAREFORT, LLC","WAREFORT, LLC",HIDDEN,7661 NW 107 AVE 508,DORAL,33178,35-3008-016-0530,3530080160530
03/15/2021,01/27/2021,2017-017511-CA-01,2017017511CA01,FAUCTION01420606501502017017511CA01,Accepting Proxy,544464.74,0,317949,HSBC BANK USA NATIONAL ASSOCIATION,HSBC BANK USA NATIONAL ASSOCIATION,HIDDEN,335 S BISCAYNE BLVD 2700,MIAMI,33131,01-4206-065-0150,0142060650150
03/15/2021,01/27/2021,2014-025443-CA-01,2014025443CA01,FAUCTION33503500900502014025443CA01,Accepting Proxy,649038.13,0,439139,"U S Bank National Association,","U S Bank National Association,",HIDDEN,7500 SW 176 ST,PALMETTO BAY,33157,33-5035-009-0050,3350350090050
03/15/2021,01/27/2021,2018-032420-CA-01,2018032420CA01,FAUCTION30400804016202018032420CA01,Accepting Proxy,189326.68,0,107900,US BANK NATIONAL ASSOC AS (TRUSTEE),US BANK NATIONAL ASSOC AS (TRUSTEE),HIDDEN,1821 SW 107 AVE 2002,MIAMI,33165,30-4008-040-1620,3040080401620
03/15/2021,01/27/2021,2017-012082-CA-01,2017012082CA01,FAUCTION30490400218802017012082CA01,Accepting Proxy,322912.19,0,163888,Deutsche Bank National Tr Co,Deutsche Bank National Tr Co,HIDDEN,929 SW 149 CT,MIAMI,33194,30-4904-002-1880,3049040021880
03/15/2021,01/27/2021,2018-015961-CA-01,2018015961CA01,FAUCTION34210500213802018015961CA01,Accepting Proxy,340529.26,0,196810,HSBC Bank USA,HSBC Bank USA,HIDDEN,3800 NW 195 ST,MIAMI GARDENS,33055,34-2105-002-1380,3421050021380
03/15/2021,01/26/2021,2019-014364-CA-01,2019014364CA01,FAUCTION01313101832502019014364CA01,Accepting Proxy,184251.18,0,115500,NATIONSTAR MORTGAGE LLC,NATIONSTAR MORTGAGE LLC,HIDDEN,4801 NW 7 ST 105-16,MIAMI,33126,01-3131-018-3250,0131310183250
03/15/2021,01/25/2021,2018-029767-CA-01,2018029767CA01,FAUCTION01410500604002018029767CA01,Accepting Proxy,456879.1,0,266230,DEUTSCHE BANK NATIONAL TRUST COMPANY,DEUTSCHE BANK NATIONAL TRUST COMPANY,HIDDEN,3741 NW 1 ST,MIAMI,33126,01-4105-006-0400,0141050060400
03/15/2021,01/26/2021,2017-020312-CA-01,2017020312CA01,FAUCTION01312701603102017020312CA01,Accepting Proxy,345683.85,0,149354,Wilmington Trust National Association,Wilmington Trust National Association,HIDDEN,2420 NW 31 ST,MIAMI,33142,01-3127-016-0310,0131270160310
03/15/2021,01/28/2021,2019-017038-CA-01,2019017038CA01,FAUCTION04311700804912019017038CA01,Accepting Proxy,179436.05,0,241122,"HSBC BANK USA, N.A. (TR)","HSBC BANK USA, N.A. (TR)",HIDDEN,820 E 16 PL,HIALEAH,33010,04-3117-008-0491,0431170080491
03/15/2021,01/28/2021,2012-010736-CA-01,2012010736CA01,FAUCTION01411006407202012010736CA01,Accepting Proxy,976743.69,0,395883,"Hsbc Bank Usa (na) (tr),","Hsbc Bank Usa (na) (tr),",HIDDEN,1751 SW 14 ST,MIAMI,33145,01-4110-064-0720,0141100640720
03/15/2021,01/28/2021,2020-001686-CA-01,2020001686CA01,FAUCTION01400101400902020001686CA01,Accepting Proxy,476099.46,0,151173,BANK OF NEW YORK MELLON (THE) (TRUSTEE),BANK OF NEW YORK MELLON (THE) (TRUSTEE),HIDDEN,5731 SW 6 ST,MIAMI,33144,01-4001-014-0090,0140010140090
03/15/2021,01/29/2021,2018-027282-CA-01,2018027282CA01,FAUCTION30201200528202018027282CA01,Accepting Proxy,138154.94,0,107197,US Bank National Association (Trustee),US Bank National Association (Trustee),HIDDEN,6237 NW 171 ST,MIAMI,33015,30-2012-005-2820,3020120052820
03/15/2021,01/28/2021,2019-004104-CA-01,2019004104CA01,FAUCTION02420319902802019004104CA01,Accepting Proxy,46421.89,0,146685,Habana Condominium Association Inc (The),Habana Condominium Association Inc (The),HIDDEN,1308 DREXEL AVE 210,MIAMI BEACH,33139,02-4203-199-0280,0242031990280
03/22/2021,01/27/2021,2020-001197-CA-01,2020001197CA01,FAUCTION33503404200202020001197CA01,Accepting Proxy,535025.71,0,462656,Chesapeake Capital Management LLC,Chesapeake Capital Management LLC,HIDDEN,8231 SW 170 TER,PALMETTO BAY,33157,33-5034-042-0020,3350340420020
03/29/2021,01/27/2021,2019-009715-CA-01,2019009715CA01,FAUCTION01412201104302019009715CA01,Accepting Proxy,145990.28,0,192000,Deutsche Bank Trust Company Americas,Deutsche Bank Trust Company Americas,HIDDEN,2539 S BAYSHORE DR 223A,MIAMI,33133,01-4122-011-0430,0141220110430
03/29/2021,01/27/2021,2009-012262-CA-01,2009012262CA01,FAUCTION30311104402002009012262CA01,Accepting Proxy,0,0,239636,"Countrywide Home Loans Srvcing (lp),","Countrywide Home Loans Srvcing (lp),",HIDDEN,8153 NW 14 AVE,MIAMI,33147,30-3111-044-0200,3031110440200
03/29/2021,01/26/2021,2018-027322-CA-01,2018027322CA01,FAUCTION30492802507902018027322CA01,Accepting Proxy,801419.28,0,275565,"Wilmington Trust, National Association,","Wilmington Trust, National Association,",HIDDEN,14938 SW 59 ST,MIAMI,33193,30-4928-025-0790,3049280250790
03/29/2021,01/26/2021,2018-033467-CA-01,2018033467CA01,FAUCTION30491202701002018033467CA01,Accepting Proxy,381418.46,0,217351,"Bank of New York Mellon as Trustee for CWABS,THE","Bank of New York Mellon as Trustee for CWABS,THE",HIDDEN,1425 SW 124 PLACE CONC,MIAMI,33184,30-4912-027-0100,3049120270100
03/29/2021,01/27/2021,2013-014902-CA-01,2013014902CA01,FAUCTION25400501208002013014902CA01,Accepting Proxy,102618.87,0,181310,"Bank Of America Na,","Bank Of America Na,",HIDDEN,10215 SW 4 ST,SWEETWATER,33174,25-4005-012-0800,2540050120800
03/29/2021,01/26/2021,2018-035418-CA-01,2018035418CA01,FAUCTION04310501004302018035418CA01,Accepting Proxy,230081.63,0,130389,HSBC BANK USA NA,HSBC BANK USA NA,HIDDEN,790 E 43 ST,HIALEAH,33013,04-3105-010-0430,0431050100430
03/29/2021,01/28/2021,2018-015763-CA-01,2018015763CA01,FAUCTION30492101002602018015763CA01,Accepting Proxy,205720.45,0,119509,THE BANK OF NEW YORK MELLON FKA THE BANK OF NEW YO,THE BANK OF NEW YORK MELLON FKA THE BANK OF NEW YO,HIDDEN,4835 SW 149 CT 17C,MIAMI,33185,30-4921-010-0260,3049210100260
03/30/2021,01/28/2021,2015-001158-CA-01,2015001158CA01,FAUCTION30490900402002015001158CA01,Accepting Proxy,68341.13,0,332050,"Ocean Bank,","Ocean Bank,",HIDDEN,15457 SW 14 ST,MIAMI,33194,30-4909-004-0200,3049090040200
04/05/2021,01/28/2021,2018-037958-CA-01,2018037958CA01,FAUCTION30790802501002018037958CA01,Accepting Proxy,143644.58,0,0,HSBC BANK USA NATIONAL ASSOCIATION AS INDENTURE TR,HSBC BANK USA NATIONAL ASSOCIATION AS INDENTURE TR,HIDDEN,,,,30-7908-025-0100,3079080250100
04/05/2021,01/28/2021,2013-010414-CA-01,2013010414CA01,FAUCTION35302900202612013010414CA01,Accepting Proxy,242266.83,0,374262,"U S Bank (na),","U S Bank (na),",HIDDEN,9921 NW 27 ST,DORAL,33172,35-3029-002-0261,3530290020261
04/05/2021,01/27/2021,2018-002903-CA-01,2018002903CA01,FAUCTION02321102517102018002903CA01,Accepting Proxy,266990.9,0,242400,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ","DEUTSCHE BANK NATIONAL TRUST COMPANY, ",HIDDEN,6039 COLLINS AVE 816,MIAMI BEACH,33140,02-3211-025-1710,0232110251710
04/06/2021,01/26/2021,2019-022631-CA-01,2019022631CA01,FAUCTION30493602000602019022631CA01,Accepting Proxy,637775.43,0,570704,"Term Funding Investment Group 2, LLC","Term Funding Investment Group 2, LLC",HIDDEN,7230 SW 126 CT,MIAMI,33183,30-4936-020-0060,3049360200060
04/07/2021,01/28/2021,2020-017983-CA-01,2020017983CA01,FAUCTION30493311217502020017983CA01,Accepting Proxy,150164.85,0,129471,Wilmington Savings Fund Society,Wilmington Savings Fund Society,HIDDEN,14920 SW 82 LN 12-205,MIAMI,33193,30-4933-112-1750,3049331121750
04/12/2021,01/28/2021,2018-025087-CA-01,2018025087CA01,FAUCTION30490900726902018025087CA01,Accepting Proxy,349834.69,0,139338,NEW RESIDENTIAL MORTGAGE LOAN TRUST 2018-1,NEW RESIDENTIAL MORTGAGE LOAN TRUST 2018-1,HIDDEN,15152 SW 23 WAY,MIAMI,33185,30-4909-007-2690,3049090072690
04/12/2021,01/28/2021,2019-025461-CA-01,2019025461CA01,FAUCTION24520400900302019025461CA01,Accepting Proxy,755612.95,0,409940,WELLS FARGO BANK NA AS TRUSTEE FOR OPTION ONE MORT,WELLS FARGO BANK NA AS TRUSTEE FOR OPTION ONE MORT,HIDDEN,210 SEAVIEW DR 203,KEY BISCAYNE,33149,24-5204-009-0030,2452040090030
04/20/2021,01/29/2021,2018-036574-CA-01,2018036574CA01,FAUCTION30400407406802018036574CA01,Accepting Proxy,99537.66,0,111500,US BANK NATIONAL ASSOCIATION (TR),US BANK NATIONAL ASSOCIATION (TR),HIDDEN,9350 FONTAINEBLEAU BLVD 412,MIAMI,33172,30-4004-074-0680,3040040740680
04/26/2021,01/28/2021,2017-009907-CA-01,2017009907CA01,FAUCTION30601901210102017009907CA01,Accepting Proxy,824360.71,0,283325,BANK OF NEW YORK MELLON (THE),BANK OF NEW YORK MELLON (THE),HIDDEN,11451 SW 243 TER,MIAMI,33032,30-6019-012-1010,3060190121010
04/26/2021,01/26/2021,2015-003438-CC-23,2015003438CC23,FAUCTION34113503141302015003438CC23,Accepting Proxy,22889.29,0,318231,Coconut Cay Homeowners Assn Inc,Coconut Cay Homeowners Assn Inc,HIDDEN,939 NW 206 ST,MIAMI GARDENS,33169,34-1135-031-4130,3411350314130
04/28/2021,01/28/2021,2019-026793-CA-01,2019026793CA01,FAUCTION04300201303902019026793CA01,Accepting Proxy,142959.7,0,92453,DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),DEUTSCHE BANK NATIONAL TRUST COMPANY (TR),HIDDEN,1305 W 46 ST 213,HIALEAH,33012,04-3002-013-0390,0430020130390
